Page: 1 of 25||||||||2020-03-03 23:26:13

||City and County of San Francisco␤March 3, 2020, Presidential Primary Election␤Preliminary Statement of the Vote - 4

Precinct|Registered␤Voters||Cards Cast||Voters Cast|% Turnout
Total|68|1||Total|101|49.03%|105|50.97%|0|0.00%||206
Pct 9249||||Pct 9249
Vote by Mail|32|0||Vote by Mail|53|50.48%|52|49.52%|0|0.00%||105
Election Day|43|0||Election Day|63|49.22%|64|50.00%|1|0.78%||128
Total|75|0||Total|116|49.79%|116|49.79%|1|0.43%||233
Pct 9251||||Pct 9251
Vote by Mail|22|1||Vote by Mail|62|51.67%|58|48.33%|0|0.00%||120
Election Day|32|0||Election Day|74|50.34%|72|48.98%|1|0.68%||147
Total|54|1||Total|136|50.94%|130|48.69%|1|0.37%||267
Pct 9252||||Pct 9252
Vote by Mail|34|0||Vote by Mail|67|52.34%|61|47.66%|0|0.00%||128
Election Day|31|0||Election Day|54|56.25%|41|42.71%|1|1.04%||96
Total|65|0||Total|121|54.02%|102|45.54%|1|0.45%||224
Pct 9253||||Pct 9253
Vote by Mail|20|0||Vote by Mail|48|60.00%|32|40.00%|0|0.00%||80
Election Day|25|0||Election Day|39|42.86%|52|57.14%|0|0.00%||91
Total|45|0||Total|87|50.88%|84|49.12%|0|0.00%||171
Pct 9254||||Pct 9254
Vote by Mail|31|1||Vote by Mail|65|50.00%|65|50.00%|0|0.00%||130
Election Day|38|0||Election Day|46|39.32%|71|60.68%|0|0.00%||117
Total|69|1||Total|111|44.94%|136|55.06%|0|0.00%||247
Pct 9255||||Pct 9255
Vote by Mail|8|0||Vote by Mail|18|40.91%|26|59.09%|0|0.00%||44
Election Day|29|0||Election Day|27|32.53%|56|67.47%|0|0.00%||83
Total|37|0||Total|45|35.43%|82|64.57%|0|0.00%||127
Pct 9256||||Pct 9256
Vote by Mail|10|0||Vote by Mail|26|50.98%|25|49.02%|0|0.00%||51
Election Day|16|0||Election Day|33|56.90%|24|41.38%|1|1.72%||58
Total|26|0||Total|59|54.13%|49|44.95%|1|0.92%||109
Pct 9257 MB||||Pct 9257 MB
Vote by Mail|7|0||Vote by Mail|11|37.93%|18|62.07%|0|0.00%||29
Election Day|0|0||Election Day|0||0||0|||0
Total|7|0||Total|11|37.93%|18|62.07%|0|0.00%||29
Pct 9258||||Pct 9258
Vote by Mail|17|0||Vote by Mail|51|52.58%|46|47.42%|0|0.00%||97
Election Day|20|0||Election Day|31|37.35%|51|61.45%|1|1.20%||83
Total|37|0||Total|82|45.56%|97|53.89%|1|0.56%||180
Pct 9401||||Pct 9401
Vote by Mail|13|0||Vote by Mail|51|43.97%|65|56.03%|0|0.00%||116
Election Day|26|0||Election Day|45|30.00%|105|70.00%|0|0.00%||150
Total|39|0||Total|96|36.09%|170|63.91%|0|0.00%||266
Pct 9402||||Pct 9402
Vote by Mail|18|0||Vote by Mail|56|54.90%|46|45.10%|0|0.00%||102
Election Day|23|0||Election Day|55|40.44%|81|59.56%|0|0.00%||136
Total|41|0||Total|111|46.64%|127|53.36%|0|0.00%||238
Pct 9403||||Pct 9403
Vote by Mail|17|0||Vote by Mail|44|40.74%|64|59.26%|0|0.00%||108
Election Day|29|0||Election Day|28|29.79%|66|70.21%|0|0.00%||94
Total|46|0||Total|72|35.64%|130|64.36%|0|0.00%||202
Pct 9404||||Pct 9404
Vote by Mail|22|1||Vote by Mail|39|42.39%|53|57.61%|0|0.00%||92
Election Day|28|0||Election Day|49|38.89%|77|61.11%|0|0.00%||126
Total|50|1||Total|88|40.37%|130|59.63%|0|0.00%||218
Pct 9405||||Pct 9405
Vote by Mail|11|0||Vote by Mail|37|38.95%|58|61.05%|0|0.00%||95
Election Day|15|0||Election Day|38|42.70%|51|57.30%|0|0.00%||89
Total|26|0||Total|75|40.76%|109|59.24%|0|0.00%||184
Pct 9406||||Pct 9406
Vote by Mail|15|0||Vote by Mail|37|38.54%|59|61.46%|0|0.00%||96
Election Day|28|0||Election Day|55|45.08%|67|54.92%|0|0.00%||122
Total|43|0||Total|92|42.20%|126|57.80%|0|0.00%||218
Pct 9407||||Pct 9407
Vote by Mail|20|0||Vote by Mail|34|33.01%|69|66.99%|0|0.00%||103
Election Day|25|0||Election Day|38|35.85%|68|64.15%|0|0.00%||106
Total|45|0||Total|72|34.45%|137|65.55%|0|0.00%||209
Pct 9408||||Pct 9408
Vote by Mail|16|0||Vote by Mail|28|31.82%|60|68.18%|0|0.00%||88
Election Day|18|0||Election Day|37|34.58%|68|63.55%|2|1.87%||107
Total|34|0||Total|65|33.33%|128|65.64%|2|1.03%||195
Pct 9409||||Pct 9409
Vote by Mail|12|0||Vote by Mail|35|50.72%|34|49.28%|0|0.00%||69
Election Day|16|0||Election Day|45|40.54%|66|59.46%|0|0.00%||111
Total|28|0||Total|80|44.44%|100|55.56%|0|0.00%||180
Pct 9411||||Pct 9411
Vote by Mail|13|1||Vote by Mail|38|41.30%|54|58.70%|0|0.00%||92
Election Day|17|0||Election Day|35|29.66%|83|70.34%|0|0.00%||118
Total|30|1||Total|73|34.76%|137|65.24%|0|0.00%||210
Pct 9412||||Pct 9412
Vote by Mail|23|0||Vote by Mail|54|51.43%|51|48.57%|0|0.00%||105
Election Day|21|0||Election Day|44|37.61%|70|59.83%|3|2.56%||117
Total|44|0||Total|98|44.14%|121|54.50%|3|1.35%||222
Pct 9413||||Pct 9413
Vote by Mail|19|0||Vote by Mail|51|45.95%|60|54.05%|0|0.00%||111
Election Day|25|0||Election Day|34|33.33%|67|65.69%|1|0.98%||102
Total|44|0||Total|85|39.91%|127|59.62%|1|0.47%||213
Pct 9414||||Pct 9414
Vote by Mail|18|0||Vote by Mail|52|37.68%|86|62.32%|0|0.00%||138
Election Day|24|0||Election Day|36|43.37%|47|56.63%|0|0.00%||83
Total|42|0||Total|88|39.82%|133|60.18%|0|0.00%||221
Pct 9415||||Pct 9415
Vote by Mail|14|0||Vote by Mail|44|44.90%|54|55.10%|0|0.00%||98
Election Day|20|0||Election Day|30|39.47%|46|60.53%|0|0.00%||76
Total|34|0||Total|74|42.53%|100|57.47%|0|0.00%||174
Pct 9416||||Pct 9416
Vote by Mail|29|2||Vote by Mail|67|53.17%|59|46.83%|0|0.00%||126
Election Day|23|0||Election Day|55|45.83%|65|54.17%|0|0.00%||120
Total|52|2||Total|122|49.59%|124|50.41%|0|0.00%||246
Pct 9417||||Pct 9417
Vote by Mail|13|0||Vote by Mail|67|51.54%|63|48.46%|0|0.00%||130
Election Day|15|0||Election Day|37|38.95%|58|61.05%|0|0.00%||95
Total|28|0||Total|104|46.22%|121|53.78%|0|0.00%||225
Pct 9418||||Pct 9418
Vote by Mail|26|0||Vote by Mail|52|50.49%|51|49.51%|0|0.00%||103
Election Day|25|0||Election Day|27|27.84%|70|72.16%|0|0.00%||97
Total|51|0||Total|79|39.50%|121|60.50%|0|0.00%||200
Pct 9419||||Pct 9419
Vote by Mail|19|0||Vote by Mail|47|37.60%|78|62.40%|0|0.00%||125
Election Day|17|0||Election Day|46|51.11%|44|48.89%|0|0.00%||90
Total|36|0||Total|93|43.26%|122|56.74%|0|0.00%||215
Pct 9421||||Pct 9421
Vote by Mail|19|0||Vote by Mail|43|39.45%|66|60.55%|0|0.00%||109
Election Day|23|0||Election Day|39|43.82%|49|55.06%|1|1.12%||89
Total|42|0||Total|82|41.41%|115|58.08%|1|0.51%||198
Pct 9422||||Pct 9422
Vote by Mail|22|0||Vote by Mail|58|44.27%|73|55.73%|0|0.00%||131
Election Day|22|0||Election Day|37|30.08%|86|69.92%|0|0.00%||123
Total|44|0||Total|95|37.40%|159|62.60%|0|0.00%||254
Pct 9423||||Pct 9423
Vote by Mail|14|0||Vote by Mail|37|43.02%|49|56.98%|0|0.00%||86
Election Day|18|0||Election Day|46|44.66%|55|53.40%|2|1.94%||103
Total|32|0||Total|83|43.92%|104|55.03%|2|1.06%||189
Pct 9424||||Pct 9424
Vote by Mail|15|0||Vote by Mail|58|47.93%|63|52.07%|0|0.00%||121
Election Day|16|0||Election Day|35|35.71%|63|64.29%|0|0.00%||98
Total|31|0||Total|93|42.47%|126|57.53%|0|0.00%||219
Pct 9425||||Pct 9425
Vote by Mail|23|0||Vote by Mail|44|39.64%|67|60.36%|0|0.00%||111
Election Day|20|1||Election Day|25|26.88%|67|72.04%|1|1.08%||93
Total|43|1||Total|69|33.82%|134|65.69%|1|0.49%||204
Pct 9426||||Pct 9426
Vote by Mail|24|0||Vote by Mail|34|39.53%|52|60.47%|0|0.00%||86
Election Day|26|0||Election Day|35|44.87%|43|55.13%|0|0.00%||78
Total|50|0||Total|69|42.07%|95|57.93%|0|0.00%||164
Pct 9427||||Pct 9427
Vote by Mail|27|0||Vote by Mail|72|56.69%|55|43.31%|0|0.00%||127
Election Day|34|0||Election Day|30|37.04%|50|61.73%|1|1.23%||81
Total|61|0||Total|102|49.04%|105|50.48%|1|0.48%||208
Pct 9428||||Pct 9428
Vote by Mail|22|0||Vote by Mail|58|50.88%|56|49.12%|0|0.00%||114
Election Day|25|0||Election Day|27|30.68%|61|69.32%|0|0.00%||88
Total|47|0||Total|85|42.08%|117|57.92%|0|0.00%||202
Pct 9429||||Pct 9429
Vote by Mail|20|0||Vote by Mail|47|47.00%|53|53.00%|0|0.00%||100
Election Day|27|0||Election Day|45|46.39%|52|53.61%|0|0.00%||97
Total|47|0||Total|92|46.70%|105|53.30%|0|0.00%||197
Pct 9431||||Pct 9431
Vote by Mail|30|0||Vote by Mail|55|44.35%|69|55.65%|0|0.00%||124
Election Day|23|0||Election Day|46|45.10%|56|54.90%|0|0.00%||102
Total|53|0||Total|101|44.69%|125|55.31%|0|0.00%||226
Pct 9432||||Pct 9432
Vote by Mail|22|0||Vote by Mail|53|47.32%|59|52.68%|0|0.00%||112
Election Day|20|0||Election Day|42|43.30%|55|56.70%|0|0.00%||97
Total|42|0||Total|95|45.45%|114|54.55%|0|0.00%||209
Pct 9433||||Pct 9433
Vote by Mail|35|0||Vote by Mail|50|41.67%|70|58.33%|0|0.00%||120
Election Day|25|0||Election Day|26|38.24%|39|57.35%|3|4.41%||68
Total|60|0||Total|76|40.43%|109|57.98%|3|1.60%||188
Pct 9434||||Pct 9434
Vote by Mail|15|0||Vote by Mail|59|50.43%|58|49.57%|0|0.00%||117
Election Day|39|0||Election Day|54|43.90%|69|56.10%|0|0.00%||123
Total|54|0||Total|113|47.08%|127|52.92%|0|0.00%||240
Pct 9435||||Pct 9435
Vote by Mail|32|0||Vote by Mail|46|42.20%|63|57.80%|0|0.00%||109
Election Day|26|0||Election Day|56|42.75%|74|56.49%|1|0.76%||131
Total|58|0||Total|102|42.50%|137|57.08%|1|0.42%||240
Pct 9436||||Pct 9436
Vote by Mail|33|3||Vote by Mail|49|41.53%|69|58.47%|0|0.00%||118
Election Day|19|0||Election Day|48|43.64%|61|55.45%|1|0.91%||110
Total|52|3||Total|97|42.54%|130|57.02%|1|0.44%||228
Pct 9437||||Pct 9437
Vote by Mail|37|1||Vote by Mail|65|42.21%|89|57.79%|0|0.00%||154
Election Day|23|0||Election Day|48|44.86%|59|55.14%|0|0.00%||107
Total|60|1||Total|113|43.30%|148|56.70%|0|0.00%||261
Pct 9438||||Pct 9438
Vote by Mail|25|0||Vote by Mail|94|61.04%|60|38.96%|0|0.00%||154
Election Day|14|0||Election Day|30|43.48%|38|55.07%|1|1.45%||69
Total|39|0||Total|124|55.61%|98|43.95%|1|0.45%||223
Pct 9439||||Pct 9439
Vote by Mail|20|0||Vote by Mail|53|51.46%|50|48.54%|0|0.00%||103
Election Day|21|0||Election Day|46|51.11%|44|48.89%|0|0.00%||90
Total|41|0||Total|99|51.30%|94|48.70%|0|0.00%||193
Pct 9441||||Pct 9441
Vote by Mail|27|0||Vote by Mail|51|47.66%|56|52.34%|0|0.00%||107
Election Day|27|0||Election Day|31|31.63%|67|68.37%|0|0.00%||98
Total|54|0||Total|82|40.00%|123|60.00%|0|0.00%||205
Pct 9442||||Pct 9442
Vote by Mail|19|0||Vote by Mail|47|41.23%|67|58.77%|0|0.00%||114
Election Day|25|0||Election Day|48|36.64%|83|63.36%|0|0.00%||131
Total|44|0||Total|95|38.78%|150|61.22%|0|0.00%||245
Pct 9443||||Pct 9443
Vote by Mail|21|0||Vote by Mail|46|38.02%|75|61.98%|0|0.00%||121
Election Day|19|0||Election Day|36|40.00%|53|58.89%|1|1.11%||90
Total|40|0||Total|82|38.86%|128|60.66%|1|0.47%||211
Pct 9444||||Pct 9444
Vote by Mail|12|0||Vote by Mail|69|52.27%|63|47.73%|0|0.00%||132
Election Day|24|0||Election Day|38|54.29%|32|45.71%|0|0.00%||70
Total|36|0||Total|107|52.97%|95|47.03%|0|0.00%||202
Pct 9445||||Pct 9445
Vote by Mail|35|0||Vote by Mail|51|47.22%|57|52.78%|0|0.00%||108
Election Day|13|0||Election Day|34|34.00%|65|65.00%|1|1.00%||100
Total|48|0||Total|85|40.87%|122|58.65%|1|0.48%||208
Pct 9446||||Pct 9446
Vote by Mail|35|1||Vote by Mail|75|52.82%|67|47.18%|0|0.00%||142
Election Day|30|0||Election Day|54|46.96%|60|52.17%|1|0.87%||115
Total|65|1||Total|129|50.19%|127|49.42%|1|0.39%||257
Pct 9447||||Pct 9447
Vote by Mail|31|1||Vote by Mail|46|48.42%|49|51.58%|0|0.00%||95
Election Day|21|0||Election Day|55|45.08%|67|54.92%|0|0.00%||122
Total|52|1||Total|101|46.54%|116|53.46%|0|0.00%||217
Pct 9448||||Pct 9448
Vote by Mail|11|0||Vote by Mail|59|44.70%|73|55.30%|0|0.00%||132
Election Day|27|0||Election Day|37|37.00%|63|63.00%|0|0.00%||100
Total|38|0||Total|96|41.38%|136|58.62%|0|0.00%||232
Pct 9449||||Pct 9449
Vote by Mail|23|1||Vote by Mail|65|60.19%|43|39.81%|0|0.00%||108
Election Day|13|1||Election Day|36|43.90%|45|54.88%|1|1.22%||82
Total|36|2||Total|101|53.16%|88|46.32%|1|0.53%||190
Pct 9451||||Pct 9451
Vote by Mail|13|0||Vote by Mail|25|59.52%|17|40.48%|0|0.00%||42
Election Day|9|0||Election Day|14|31.11%|31|68.89%|0|0.00%||45
Total|22|0||Total|39|44.83%|48|55.17%|0|0.00%||87
Pct 9452||||Pct 9452
Vote by Mail|21|0||Vote by Mail|44|50.57%|43|49.43%|0|0.00%||87
Election Day|33|0||Election Day|47|46.53%|53|52.48%|1|0.99%||101
Total|54|0||Total|91|48.40%|96|51.06%|1|0.53%||188
Pct 9453||||Pct 9453
Vote by Mail|18|0||Vote by Mail|48|59.26%|33|40.74%|0|0.00%||81
Election Day|10|0||Election Day|36|60.00%|24|40.00%|0|0.00%||60
Total|28|0||Total|84|59.57%|57|40.43%|0|0.00%||141
Pct 9501 MB||||Pct 9501 MB
Vote by Mail|7|0||Vote by Mail|15|51.72%|14|48.28%|0|0.00%||29
Election Day|0|0||Election Day|0||0||0|||0
Total|7|0||Total|15|51.72%|14|48.28%|0|0.00%||29
Pct 9502 MB||||Pct 9502 MB
Vote by Mail|5|0||Vote by Mail|15|41.67%|21|58.33%|0|0.00%||36
Election Day|0|0||Election Day|0||0||0|||0
Total|5|0||Total|15|41.67%|21|58.33%|0|0.00%||36
Pct 9503/9504||||Pct 9503/9504
Vote by Mail|27|0||Vote by Mail|35|42.68%|47|57.32%|0|0.00%||82
Election Day|16|0||Election Day|25|37.88%|41|62.12%|0|0.00%||66
Total|43|0||Total|60|40.54%|88|59.46%|0|0.00%||148
Pct 9505||||Pct 9505
Vote by Mail|27|0||Vote by Mail|36|42.35%|49|57.65%|0|0.00%||85
Election Day|22|0||Election Day|39|44.32%|49|55.68%|0|0.00%||88
Total|49|0||Total|75|43.35%|98|56.65%|0|0.00%||173
Pct 9506||||Pct 9506
Vote by Mail|9|0||Vote by Mail|37|55.22%|30|44.78%|0|0.00%||67
Election Day|32|0||Election Day|34|35.42%|62|64.58%|0|0.00%||96
Total|41|0||Total|71|43.56%|92|56.44%|0|0.00%||163
Pct 9507||||Pct 9507
Vote by Mail|18|0||Vote by Mail|32|44.44%|40|55.56%|0|0.00%||72
Election Day|31|0||Election Day|52|42.98%|69|57.02%|0|0.00%||121
Total|49|0||Total|84|43.52%|109|56.48%|0|0.00%||193
Pct 9508||||Pct 9508
Vote by Mail|13|0||Vote by Mail|37|42.05%|51|57.95%|0|0.00%||88
Election Day|24|0||Election Day|30|27.78%|78|72.22%|0|0.00%||108
Total|37|0||Total|67|34.18%|129|65.82%|0|0.00%||196
Pct 9509||||Pct 9509
Vote by Mail|17|0||Vote by Mail|28|41.18%|40|58.82%|0|0.00%||68
Election Day|26|0||Election Day|28|29.47%|66|69.47%|1|1.05%||95
Total|43|0||Total|56|34.36%|106|65.03%|1|0.61%||163
Pct 9511||||Pct 9511
Vote by Mail|10|0||Vote by Mail|15|32.61%|31|67.39%|0|0.00%||46
Election Day|19|0||Election Day|39|38.61%|61|60.40%|1|0.99%||101
Total|29|0||Total|54|36.73%|92|62.59%|1|0.68%||147
Pct 9512||||Pct 9512
Vote by Mail|19|0||Vote by Mail|30|38.46%|48|61.54%|0|0.00%||78
Election Day|21|0||Election Day|43|38.74%|67|60.36%|1|0.90%||111
Total|40|0||Total|73|38.62%|115|60.85%|1|0.53%||189
Pct 9513||||Pct 9513
Vote by Mail|20|1||Vote by Mail|31|37.35%|52|62.65%|0|0.00%||83
Election Day|20|0||Election Day|38|35.85%|68|64.15%|0|0.00%||106
Total|40|1||Total|69|36.51%|120|63.49%|0|0.00%||189
Pct 9514/9522||||Pct 9514/9522
Vote by Mail|13|0||Vote by Mail|35|42.68%|47|57.32%|0|0.00%||82
Election Day|23|0||Election Day|50|34.72%|91|63.19%|3|2.08%||144
Total|36|0||Total|85|37.61%|138|61.06%|3|1.33%||226
Pct 9515||||Pct 9515
Vote by Mail|19|0||Vote by Mail|38|50.67%|37|49.33%|0|0.00%||75
Election Day|24|0||Election Day|42|38.53%|67|61.47%|0|0.00%||109
Total|43|0||Total|80|43.48%|104|56.52%|0|0.00%||184
Pct 9516||||Pct 9516
Vote by Mail|14|0||Vote by Mail|37|32.46%|77|67.54%|0|0.00%||114
Election Day|35|0||Election Day|45|36.89%|75|61.48%|2|1.64%||122
Total|49|0||Total|82|34.75%|152|64.41%|2|0.85%||236
Pct 9517||||Pct 9517
Vote by Mail|19|0||Vote by Mail|36|33.96%|70|66.04%|0|0.00%||106
Election Day|27|0||Election Day|40|37.04%|68|62.96%|0|0.00%||108
Total|46|0||Total|76|35.51%|138|64.49%|0|0.00%||214
Pct 9518||||Pct 9518
Vote by Mail|16|0||Vote by Mail|33|46.48%|38|53.52%|0|0.00%||71
Election Day|24|0||Election Day|43|35.25%|77|63.11%|2|1.64%||122
Total|40|0||Total|76|39.38%|115|59.59%|2|1.04%||193
Pct 9519||||Pct 9519
Vote by Mail|22|0||Vote by Mail|43|51.81%|40|48.19%|0|0.00%||83
Election Day|32|0||Election Day|52|37.68%|85|61.59%|1|0.72%||138
Total|54|0||Total|95|42.99%|125|56.56%|1|0.45%||221
Pct 9521||||Pct 9521
Vote by Mail|13|0||Vote by Mail|42|41.18%|60|58.82%|0|0.00%||102
Election Day|32|0||Election Day|49|31.01%|109|68.99%|0|0.00%||158
Total|45|0||Total|91|35.00%|169|65.00%|0|0.00%||260
Pct 9701||||Pct 9701
Vote by Mail|21|0||Vote by Mail|32|43.24%|42|56.76%|0|0.00%||74
Election Day|15|0||Election Day|43|35.83%|76|63.33%|1|0.83%||120
Total|36|0||Total|75|38.66%|118|60.82%|1|0.52%||194
Pct 9702||||Pct 9702
Vote by Mail|22|0||Vote by Mail|38|57.58%|28|42.42%|0|0.00%||66
Election Day|35|0||Election Day|36|33.33%|72|66.67%|0|0.00%||108
Total|57|0||Total|74|42.53%|100|57.47%|0|0.00%||174
Pct 9703||||Pct 9703
Vote by Mail|24|0||Vote by Mail|70|58.33%|50|41.67%|0|0.00%||120
Election Day|21|0||Election Day|52|42.98%|67|55.37%|2|1.65%||121
Total|45|0||Total|122|50.62%|117|48.55%|2|0.83%||241
Pct 9704||||Pct 9704
Vote by Mail|17|0||Vote by Mail|67|50.38%|66|49.62%|0|0.00%||133
Election Day|48|0||Election Day|66|44.59%|82|55.41%|0|0.00%||148
Total|65|0||Total|133|47.33%|148|52.67%|0|0.00%||281
Pct 9705||||Pct 9705
Vote by Mail|16|0||Vote by Mail|70|50.36%|69|49.64%|0|0.00%||139
Election Day|27|0||Election Day|54|46.96%|60|52.17%|1|0.87%||115
Total|43|0||Total|124|48.82%|129|50.79%|1|0.39%||254
Pct 9706 MB||||Pct 9706 MB
Vote by Mail|2|0||Vote by Mail|2|40.00%|3|60.00%|0|0.00%||5
Election Day|0|0||Election Day|0||0||0|||0
Total|2|0||Total|2|40.00%|3|60.00%|0|0.00%||5
Pct 9707||||Pct 9707
Vote by Mail|24|0||Vote by Mail|60|52.63%|54|47.37%|0|0.00%||114
Election Day|24|0||Election Day|36|46.75%|41|53.25%|0|0.00%||77
Total|48|0||Total|96|50.26%|95|49.74%|0|0.00%||191
Pct 9708||||Pct 9708
Vote by Mail|31|0||Vote by Mail|66|51.56%|62|48.44%|0|0.00%||128
Election Day|24|0||Election Day|59|44.36%|74|55.64%|0|0.00%||133
Total|55|0||Total|125|47.89%|136|52.11%|0|0.00%||261
Pct 9709||||Pct 9709
Vote by Mail|21|0||Vote by Mail|71|60.17%|47|39.83%|0|0.00%||118
Election Day|36|0||Election Day|62|43.66%|80|56.34%|0|0.00%||142
Total|57|0||Total|133|51.15%|127|48.85%|0|0.00%||260
Pct 9711||||Pct 9711
Vote by Mail|28|0||Vote by Mail|50|54.95%|41|45.05%|0|0.00%||91
Election Day|22|0||Election Day|55|47.41%|60|51.72%|1|0.86%||116
Total|50|0||Total|105|50.72%|101|48.79%|1|0.48%||207
Pct 9712||||Pct 9712
Vote by Mail|26|0||Vote by Mail|52|52.53%|47|47.47%|0|0.00%||99
Election Day|18|0||Election Day|59|60.20%|39|39.80%|0|0.00%||98
Total|44|0||Total|111|56.35%|86|43.65%|0|0.00%||197
Pct 9713||||Pct 9713
Vote by Mail|24|0||Vote by Mail|86|64.66%|47|35.34%|0|0.00%||133
Election Day|25|0||Election Day|55|49.11%|55|49.11%|2|1.79%||112
Total|49|0||Total|141|57.55%|102|41.63%|2|0.82%||245
Pct 9714||||Pct 9714
Vote by Mail|25|1||Vote by Mail|105|67.74%|50|32.26%|0|0.00%||155
Election Day|21|0||Election Day|65|58.04%|47|41.96%|0|0.00%||112
Total|46|1||Total|170|63.67%|97|36.33%|0|0.00%||267
Pct 9715||||Pct 9715
Vote by Mail|21|0||Vote by Mail|53|67.09%|26|32.91%|0|0.00%||79
Election Day|24|0||Election Day|89|80.91%|21|19.09%|0|0.00%||110
Total|45|0||Total|142|75.13%|47|24.87%|0|0.00%||189
Pct 9716||||Pct 9716
Vote by Mail|29|0||Vote by Mail|67|54.47%|56|45.53%|0|0.00%||123
Election Day|37|0||Election Day|66|51.97%|61|48.03%|0|0.00%||127
Total|66|0||Total|133|53.20%|117|46.80%|0|0.00%||250
Pct 9717||||Pct 9717
Vote by Mail|14|1||Vote by Mail|74|60.16%|49|39.84%|0|0.00%||123
Election Day|27|0||Election Day|62|52.99%|54|46.15%|1|0.85%||117
Total|41|1||Total|136|56.67%|103|42.92%|1|0.42%||240
Pct 9718||||Pct 9718
Vote by Mail|29|1||Vote by Mail|82|58.16%|59|41.84%|0|0.00%||141
Election Day|23|0||Election Day|79|65.29%|42|34.71%|0|0.00%||121
Total|52|1||Total|161|61.45%|101|38.55%|0|0.00%||262
Pct 9719||||Pct 9719
Vote by Mail|33|0||Vote by Mail|69|57.50%|51|42.50%|0|0.00%||120
Election Day|22|0||Election Day|76|59.38%|52|40.63%|0|0.00%||128
Total|55|0||Total|145|58.47%|103|41.53%|0|0.00%||248
Pct 9721||||Pct 9721
Vote by Mail|20|0||Vote by Mail|43|60.56%|28|39.44%|0|0.00%||71
Election Day|21|0||Election Day|76|67.86%|34|30.36%|2|1.79%||112
Total|41|0||Total|119|65.03%|62|33.88%|2|1.09%||183
Pct 9722||||Pct 9722
Vote by Mail|27|0||Vote by Mail|75|69.44%|33|30.56%|0|0.00%||108
Election Day|11|0||Election Day|33|50.77%|31|47.69%|1|1.54%||65
Total|38|0||Total|108|62.43%|64|36.99%|1|0.58%||173
Pct 9723||||Pct 9723
Vote by Mail|17|0||Vote by Mail|55|61.11%|35|38.89%|0|0.00%||90
Election Day|12|0||Election Day|14|43.75%|18|56.25%|0|0.00%||32
Total|29|0||Total|69|56.56%|53|43.44%|0|0.00%||122
Pct 9724||||Pct 9724
Vote by Mail|20|0||Vote by Mail|103|60.95%|66|39.05%|0|0.00%||169
Election Day|23|1||Election Day|44|58.67%|31|41.33%|0|0.00%||75
Total|43|1||Total|147|60.25%|97|39.75%|0|0.00%||244
Pct 9725||||Pct 9725
Vote by Mail|31|0||Vote by Mail|70|51.85%|65|48.15%|0|0.00%||135
Election Day|20|0||Election Day|48|64.00%|27|36.00%|0|0.00%||75
Total|51|0||Total|118|56.19%|92|43.81%|0|0.00%||210
Pct 9726||||Pct 9726
Vote by Mail|4|0||Vote by Mail|29|50.00%|29|50.00%|0|0.00%||58
Election Day|12|0||Election Day|39|43.33%|47|52.22%|4|4.44%||90
Total|16|0||Total|68|45.95%|76|51.35%|4|2.70%||148
Pct 9727||||Pct 9727
Vote by Mail|14|0||Vote by Mail|49|65.33%|26|34.67%|0|0.00%||75
Election Day|11|0||Election Day|10|45.45%|12|54.55%|0|0.00%||22
Total|25|0||Total|59|60.82%|38|39.18%|0|0.00%||97
Pct 9728||||Pct 9728
Vote by Mail|34|0||Vote by Mail|93|64.58%|51|35.42%|0|0.00%||144
Election Day|29|0||Election Day|65|60.19%|43|39.81%|0|0.00%||108
Total|63|0||Total|158|62.70%|94|37.30%|0|0.00%||252
Pct 9729||||Pct 9729
Vote by Mail|25|0||Vote by Mail|89|72.36%|34|27.64%|0|0.00%||123
Election Day|25|0||Election Day|73|70.87%|30|29.13%|0|0.00%||103
Total|50|0||Total|162|71.68%|64|28.32%|0|0.00%||226
Pct 9731||||Pct 9731
Vote by Mail|12|0||Vote by Mail|47|63.51%|27|36.49%|0|0.00%||74
Election Day|28|1||Election Day|48|58.54%|34|41.46%|0|0.00%||82
Total|40|1||Total|95|60.90%|61|39.10%|0|0.00%||156
Pct 9732 MB||||Pct 9732 MB
Vote by Mail|1|0||Vote by Mail|9|60.00%|6|40.00%|0|0.00%||15
Election Day|0|0||Election Day|0||0||0|||0
Total|1|0||Total|9|60.00%|6|40.00%|0|0.00%||15
Pct 9733 MB||||Pct 9733 MB
Vote by Mail|10|0||Vote by Mail|25|55.56%|20|44.44%|0|0.00%||45
Election Day|0|0||Election Day|0||0||0|||0
Total|10|0||Total|25|55.56%|20|44.44%|0|0.00%||45
Pct 9734||||Pct 9734
Vote by Mail|13|0||Vote by Mail|65|66.33%|33|33.67%|0|0.00%||98
Election Day|21|0||Election Day|56|63.64%|31|35.23%|1|1.14%||88
Total|34|0||Total|121|65.05%|64|34.41%|1|0.54%||186
Pct 9735||||Pct 9735
Vote by Mail|19|0||Vote by Mail|73|60.33%|48|39.67%|0|0.00%||121
Election Day|31|0||Election Day|52|51.49%|46|45.54%|3|2.97%||101
Total|50|0||Total|125|56.31%|94|42.34%|3|1.35%||222
Pct 9736||||Pct 9736
Vote by Mail|33|0||Vote by Mail|57|61.29%|36|38.71%|0|0.00%||93
Election Day|33|0||Election Day|65|55.08%|51|43.22%|2|1.69%||118
Total|66|0||Total|122|57.82%|87|41.23%|2|0.95%||211
Pct 9737||||Pct 9737
Vote by Mail|27|0||Vote by Mail|82|56.55%|63|43.45%|0|0.00%||145
