November 6, 2018 General Election

Report generated on: Tuesday, November 27, 2018 at 12:03:50 PM


*** Governor - CALIFORNIA (100)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	JOHN H. COX	GAVIN NEWSOM	Under Vote	Over Vote
NORTH BERNAL HTS		Neighborhood:N BERNAL HTS	12	8795	7263	82.58	5134	1828	296	3
NORTH EMBARCADERO		Neighborhood:N EMBRCDRO	8	7019	5232	74.54	2777	2128	322	4
PORTOLA		Neighborhood:PORTOLA	13	9293	6104	65.68	3013	2713	378	5
POTRERO HILL		Neighborhood:POTRERO HILL	17	16814	13081	77.80	8124	4311	628	7
RICHMOND		Neighborhood:RICHMOND	41	37322	28503	76.37	16151	10628	1695	21
SEA CLIFF/PRESIDIO HEIGHTS		Neighborhood:SECLF/PREHTS	10	8050	6587	81.83	3197	3046	335	4
SOUTH BERNAL HEIGHT		Neighborhood:S BERNAL HTS	13	9419	7393	78.49	4891	2107	367	9
SOUTH OF MARKET		Neighborhood:SOMA	27	24674	17045	69.08	9806	6161	1039	17
SUNSET		Neighborhood:SUNSET	47	42363	31246	73.76	15792	13530	1932	22
UPPER MARKET/EUREKA VALLEY		Neighborhood:UPRMKT/EURKA	22	18966	16190	85.36	10438	5035	677	9
VISITATION VALLEY		Neighborhood:VISITA VLY	13	8139	4488	55.14	2140	2020	311	5
WEST OF TWIN PEAKS		Neighborhood:W TWIN PKS	47	34909	27838	79.74	13331	12913	1501	24
WESTERN ADDITION		Neighborhood:WST ADDITION	39	30077	22838	75.93	15060	6510	1216	18
Grand Totals		City:0	604	500516	372848	74.49	215491	135835	20958	282


*** Local Measure D - CITY/COUNTY OF SAN FRANCI (425)
Precinct Totals
PrecinctName	ReportingType	PrecinctID	Precincts	Registration	Ballots Cast	Turnout (%)	Yes	No	Under Vote	Over Vote
Pct 1101	Election Day	1101	1	553	126	22.78	80	40	6	0
Pct 1101	VBM	1101	1	553	266	48.10	189	64	13	0
Pct 1102	Election Day	1102	1	995	266	26.73	156	98	12	0
Pct 1102	VBM	1102	1	995	480	48.24	264	185	33	0
Pct 1103	Election Day	1103	1	951	246	25.87	160	72	13	0
Pct 1103	VBM	1103	1	951	445	46.79	286	137	22	1
Pct 1104/1105	Election Day	1104	1	993	249	25.08	144	87	19	0
Pct 1104/1105	VBM	1104	1	993	414	41.69	284	111	21	0
Pct 1106	Election Day	1106	1	765	191	24.97	109	67	15	0
Pct 1106	VBM	1106	1	765	343	44.84	220	106	18	0
Pct 1107	Election Day	1107	1	746	163	21.85	86	62	15	0
Pct 1107	VBM	1107	1	746	336	45.04	201	100	30	0
Pct 1108	Election Day	1108	1	909	232	25.52	139	76	18	0
Pct 1108	VBM	1108	1	909	438	48.18	283	121	35	0
Pct 1109	Election Day	1109	1	798	166	20.80	91	65	10	0
Pct 1109	VBM	1109	1	798	365	45.74	235	103	29	0
Pct 1111	Election Day	1111	1	1002	205	20.46	128	59	18	0
Pct 1111	VBM	1111	1	1002	460	45.91	318	109	36	0
Pct 1112	Election Day	1112	1	769	151	19.64	96	43	10	0
Pct 1112	VBM	1112	1	769	344	44.73	217	88	39	1
Pct 1113	Election Day	1113	1	746	135	18.10	78	43	14	0
Pct 1113	VBM	1113	1	746	360	48.26	243	97	20	0
Pct 1114	Election Day	1114	1	957	226	23.62	138	61	28	1
Pct 1114	VBM	1114	1	957	404	42.22	240	131	33	0
Pct 1115	Election Day	1115	1	895	174	19.44	106	59	9	0
Pct 1115	VBM	1115	1	895	371	41.45	249	94	31	0
Pct 1116	Election Day	1116	1	895	225	25.14	129	74	21	0
Pct 1116	VBM	1116	1	895	376	42.01	234	112	32	0
Pct 1117	Election Day	1117	1	858	185	21.56	98	70	17	0
Pct 1117	VBM	1117	1	858	357	41.61	225	103	28	0
Pct 1118	Election Day	1118	1	1043	213	20.42	127	70	15	1
Pct 1118	VBM	1118	1	1043	476	45.64	315	131	33	0
Pct 1119	Election Day	1119	1	791	165	20.86	95	59	11	0
Pct 1119	VBM	1119	1	791	386	48.80	266	97	23	0
Pct 1121	Election Day	1121	1	691	160	23.15	89	56	15	0
Pct 1121	VBM	1121	1	691	313	45.30	202	81	31	0
Pct 1122	Election Day	1122	1	632	110	17.41	69	29	12	0
Pct 1122	VBM	1122	1	632	310	49.05	210	79	22	0
Pct 1123	Election Day	1123	1	915	179	19.56	108	63	7	1
Pct 1123	VBM	1123	1	915	364	39.78	232	99	33	1
Pct 1124	Election Day	1124	1	819	152	18.56	78	61	11	2
Pct 1124	VBM	1124	1	819	302	36.87	196	87	20	1
Pct 1125	Election Day	1125	1	1047	159	15.19	93	57	8	0
Pct 1125	VBM	1125	1	1047	466	44.51	335	100	31	0
Pct 1126	Election Day	1126	1	922	191	20.72	103	74	14	0
Pct 1126	VBM	1126	1	922	400	43.38	260	119	22	1
Pct 1127	Election Day	1127	1	920	200	21.74	114	68	18	0
Pct 1127	VBM	1127	1	920	382	41.52	233	117	34	0
Pct 1128	Election Day	1128	1	838	154	18.38	97	40	17	0
Pct 1128	VBM	1128	1	838	362	43.20	249	81	32	0
Pct 1129	Election Day	1129	1	980	227	23.16	132	72	22	0
Pct 1129	VBM	1129	1	980	416	42.45	255	125	34	0
Pct 1131	Election Day	1131	1	797	132	16.56	71	43	18	0
Pct 1131	VBM	1131	1	797	371	46.55	245	114	12	0
Pct 1132	Election Day	1132	1	969	179	18.47	100	59	18	0
Pct 1132	VBM	1132	1	969	427	44.07	275	123	30	0
Pct 1133	Election Day	1133	1	863	161	18.66	92	57	11	0
Pct 1133	VBM	1133	1	863	410	47.51	245	136	29	0
Pct 1134	Election Day	1134	1	759	170	22.40	97	52	19	0
Pct 1134	VBM	1134	1	759	318	41.90	201	94	26	0
Pct 1135	Election Day	1135	1	540	87	16.11	51	26	9	0
Pct 1135	VBM	1135	1	540	295	54.63	199	77	18	0
Pct 1136	Election Day	1136	1	829	144	17.37	87	51	6	0
Pct 1136	VBM	1136	1	829	412	49.70	261	117	33	0
Pct 1141	Election Day	1141	1	1041	223	21.42	134	66	20	0
Pct 1141	VBM	1141	1	1041	484	46.49	332	129	24	0
Pct 1142	Election Day	1142	1	861	175	20.33	106	56	14	0
Pct 1142	VBM	1142	1	861	393	45.64	251	108	36	0
Pct 1143	Election Day	1143	1	1034	229	22.15	151	66	11	0
Pct 1143	VBM	1143	1	1034	440	42.55	295	114	30	0
Pct 1144	Election Day	1144	1	907	205	22.60	132	57	14	0
Pct 1144	VBM	1144	1	907	387	42.67	259	92	35	1
Pct 1145	Election Day	1145	1	888	189	21.28	106	66	16	0
Pct 1145	VBM	1145	1	888	461	51.91	308	127	29	0
Pct 1146	Election Day	1146	1	1011	186	18.40	118	61	8	0
Pct 1146	VBM	1146	1	1011	454	44.91	294	133	27	0
Pct 1147	Election Day	1147	1	877	210	23.95	124	65	17	0
Pct 1147	VBM	1147	1	877	396	45.15	248	116	30	0
Pct 1148	Election Day	1148	1	962	196	20.37	123	52	20	0
Pct 1148	VBM	1148	1	962	444	46.15	279	126	38	1
Pct 1149	Election Day	1149	1	907	210	23.15	127	71	11	0
Pct 1149	VBM	1149	1	907	407	44.87	252	120	41	0
Pct 1151 MB	Election Day	1151	1	0	0	0.00	0	0	0	0
Pct 1151 MB	VBM	1151	1	0	0	0.00	0	0	0	0
Pct 1152	Election Day	1152	1	864	198	22.92	120	54	25	0
Pct 1152	VBM	1152	1	864	388	44.91	263	98	27	0
Pct 1153	Election Day	1153	1	951	210	22.08	128	58	24	0
Pct 1153	VBM	1153	1	951	415	43.64	281	106	27	2
Pct 1154 MB	Election Day	1154	1	0	0	0.00	0	0	0	0
Pct 1154 MB	VBM	1154	1	0	0	0.00	0	0	0	0
Pct 7001	Election Day	7001	1	776	176	22.68	105	57	14	0
Pct 7001	VBM	7001	1	776	429	55.28	267	139	23	0
Pct 7002	Election Day	7002	1	706	176	24.93	105	55	15	0
Pct 7002	VBM	7002	1	706	332	47.03	203	111	17	0
Pct 7003	Election Day	7003	1	884	238	26.92	126	93	19	0
Pct 7003	VBM	7003	1	884	498	56.33	304	165	29	0
Pct 7004	Election Day	7004	1	881	241	27.36	144	79	17	0
Pct 7004	VBM	7004	1	881	496	56.30	320	149	26	0
Pct 7005	Election Day	7005	1	847	253	29.87	186	60	6	0
Pct 7005	VBM	7005	1	847	480	56.67	278	177	26	0
Pct 7006	Election Day	7006	1	917	254	27.70	160	74	19	0
Pct 7006	VBM	7006	1	917	442	48.20	284	135	22	0
Pct 7007	Election Day	7007	1	949	283	29.82	188	82	13	0
Pct 7007	VBM	7007	1	949	516	54.37	314	173	29	1
Pct 7008	Election Day	7008	1	932	264	28.33	173	78	14	0
Pct 7008	VBM	7008	1	932	546	58.58	326	181	37	0
Pct 7009	Election Day	7009	1	905	185	20.44	107	67	11	0
Pct 7009	VBM	7009	1	905	513	56.69	310	173	30	0
Pct 7011	Election Day	7011	1	985	204	20.71	117	71	16	0
Pct 7011	VBM	7011	1	985	294	29.85	187	88	20	0
Pct 7012	Election Day	7012	1	1109	313	28.22	186	111	16	0
Pct 7012	VBM	7012	1	1109	594	53.56	382	184	27	0
Pct 7013	Election Day	7013	1	956	267	27.93	164	89	14	0
Pct 7013	VBM	7013	1	956	501	52.41	285	176	37	0
Pct 7014	Election Day	7014	1	1460	367	25.14	223	129	17	0
Pct 7014	VBM	7014	1	1460	802	54.93	516	239	46	1
Pct 7015 MB	Election Day	7015	1	95	2	2.11	1	0	1	0
Pct 7015 MB	VBM	7015	1	95	44	46.32	32	12	0	0
Pct 7016	Election Day	7016	1	918	171	18.63	86	61	23	0
Pct 7016	VBM	7016	1	918	280	30.50	195	72	13	1
Pct 7017	Election Day	7017	1	754	149	19.76	87	40	22	0
Pct 7017	VBM	7017	1	754	252	33.42	152	78	20	0
Pct 7018	Election Day	7018	1	977	155	15.86	86	46	23	0
Pct 7018	VBM	7018	1	977	448	45.85	289	121	40	0
Pct 7019	Election Day	7019	1	899	182	20.24	106	54	18	0
Pct 7019	VBM	7019	1	899	413	45.94	267	108	36	1
Pct 7021	Election Day	7021	1	947	184	19.43	118	49	17	0
Pct 7021	VBM	7021	1	947	305	32.21	205	75	26	0
Pct 7022	Election Day	7022	1	945	215	22.75	136	59	19	1
Pct 7022	VBM	7022	1	945	352	37.25	212	107	32	1
Pct 7023	Election Day	7023	1	928	178	19.18	108	53	18	0
Pct 7023	VBM	7023	1	928	400	43.10	235	135	29	0
Pct 7024	Election Day	7024	1	414	70	16.91	32	33	5	0
Pct 7024	VBM	7024	1	414	78	18.84	43	32	3	0
Pct 7025	Election Day	7025	1	477	85	17.82	38	36	10	1
Pct 7025	VBM	7025	1	477	128	26.83	68	52	9	0
Pct 7026	Election Day	7026	1	1011	149	14.74	84	51	14	0
Pct 7026	VBM	7026	1	1011	455	45.00	310	115	29	1
Pct 7027	Election Day	7027	1	869	195	22.44	101	69	25	0
Pct 7027	VBM	7027	1	869	353	40.62	231	93	30	0
Pct 7028	Election Day	7028	1	850	213	25.06	119	75	20	0
Pct 7028	VBM	7028	1	850	282	33.18	167	91	24	0
Pct 7029	Election Day	7029	1	901	184	20.42	116	44	23	1
Pct 7029	VBM	7029	1	901	251	27.86	150	77	24	0
Pct 7030	Election Day	7030	1	759	119	15.68	76	37	6	0
Pct 7030	VBM	7030	1	759	357	47.04	253	89	14	1
Pct 7031	Election Day	7031	1	641	91	14.20	58	23	9	1
Pct 7031	VBM	7031	1	641	309	48.21	196	92	22	0
Pct 7032	Election Day	7032	1	904	173	19.14	101	55	16	0
Pct 7032	VBM	7032	1	904	316	34.96	172	113	29	0
Pct 7033	Election Day	7033	1	798	191	23.93	108	64	17	1
Pct 7033	VBM	7033	1	798	247	30.95	149	76	24	0
Pct 7034	Election Day	7034	1	958	197	20.56	105	60	32	0
Pct 7034	VBM	7034	1	958	201	20.98	118	67	16	0
Pct 7035	Election Day	7035	1	606	122	20.13	66	47	8	0
Pct 7035	VBM	7035	1	606	262	43.23	163	85	15	0
Pct 7036	Election Day	7036	1	921	117	12.70	65	41	11	0
Pct 7036	VBM	7036	1	921	342	37.13	233	83	24	0
Pct 7037	Election Day	7037	1	735	135	18.37	69	46	25	0
Pct 7037	VBM	7037	1	735	98	13.33	54	36	9	0
Pct 7038	Election Day	7038	1	911	135	14.82	84	36	15	0
Pct 7038	VBM	7038	1	911	351	38.53	232	101	17	1
Pct 7039	Election Day	7039	1	784	178	22.70	105	60	12	0
Pct 7039	VBM	7039	1	784	306	39.03	190	86	27	0
Pct 7041 MB	Election Day	7041	1	61	2	3.28	2	0	0	0
Pct 7041 MB	VBM	7041	1	61	33	54.10	20	11	2	0
Pct 7042	Election Day	7042	1	639	118	18.47	62	43	13	0
Pct 7042	VBM	7042	1	639	258	40.38	165	72	21	0
Pct 7043	Election Day	7043	1	957	176	18.39	119	47	10	0
Pct 7043	VBM	7043	1	957	404	42.22	263	114	28	0
Pct 7044	Election Day	7044	1	827	167	20.19	77	71	18	0
Pct 7044	VBM	7044	1	827	193	23.34	110	60	23	0
Pct 7045	Election Day	7045	1	779	120	15.40	65	37	18	0
Pct 7045	VBM	7045	1	779	344	44.16	220	95	26	1
Pct 7046	Election Day	7046	1	402	94	23.38	56	25	13	0
Pct 7046	VBM	7046	1	402	175	43.53	96	68	10	0
Pct 7047	Election Day	7047	1	823	119	14.46	70	40	9	0
Pct 7047	VBM	7047	1	823	388	47.14	254	96	37	0
Pct 7048	Election Day	7048	1	858	150	17.48	78	53	16	0
Pct 7048	VBM	7048	1	858	318	37.06	221	70	23	0
Pct 7049	Election Day	7049	1	792	173	21.84	96	57	21	0
Pct 7049	VBM	7049	1	792	305	38.51	195	85	23	0
Pct 7051	Election Day	7051	1	861	114	13.24	69	28	16	1
Pct 7051	VBM	7051	1	861	380	44.13	229	116	34	0
Pct 7052	Election Day	7052	1	852	161	18.90	84	66	10	0
Pct 7052	VBM	7052	1	852	402	47.18	255	118	30	0
Pct 7053	Election Day	7053	1	548	102	18.61	61	30	11	0
Pct 7053	VBM	7053	1	548	278	50.73	182	81	15	0
Pct 7054	Election Day	7054	1	1073	215	20.04	118	86	10	0
Pct 7054	VBM	7054	1	1073	410	38.21	264	107	34	0
Pct 7055	Election Day	7055	1	808	190	23.51	112	71	10	0
Pct 7055	VBM	7055	1	808	440	54.46	277	141	23	0
Pct 7101 MB	Election Day	7101	1	155	5	3.23	1	2	2	0
Pct 7101 MB	VBM	7101	1	155	120	77.42	74	40	7	0
Pct 7201	Election Day	7201	1	936	245	26.18	130	96	18	0
Pct 7201	VBM	7201	1	936	518	55.34	297	172	47	1
Pct 7202	Election Day	7202	1	850	227	26.71	136	79	13	0
Pct 7202	VBM	7202	1	850	431	50.71	245	151	33	0
Pct 7203	Election Day	7203	1	921	291	31.60	166	97	25	0
Pct 7203	VBM	7203	1	921	423	45.93	236	152	35	0
Pct 7204	Election Day	7204	1	918	233	25.38	127	83	23	0
Pct 7204	VBM	7204	1	918	531	57.84	293	201	37	1
Pct 7205	Election Day	7205	1	875	251	28.69	151	78	20	0
Pct 7205	VBM	7205	1	875	485	55.43	272	184	29	0
Pct 7206	Election Day	7206	1	378	135	35.71	80	48	6	0
Pct 7206	VBM	7206	1	378	191	50.53	101	71	19	0
Pct 7207	Election Day	7207	1	812	196	24.14	115	64	19	0
Pct 7207	VBM	7207	1	812	434	53.45	249	157	24	0
Pct 7208	Election Day	7208	1	600	111	18.50	72	30	10	0
Pct 7208	VBM	7208	1	600	328	54.67	195	110	27	0
Pct 7209	Election Day	7209	1	626	107	17.09	61	41	8	1
Pct 7209	VBM	7209	1	626	423	67.57	227	153	43	1
Pct 7301	Election Day	7301	1	1016	228	22.44	123	86	20	0
Pct 7301	VBM	7301	1	1016	435	42.81	264	132	36	1
Pct 7302	Election Day	7302	1	814	188	23.10	111	59	18	0
Pct 7302	VBM	7302	1	814	458	56.27	270	145	43	0
Pct 7303	Election Day	7303	1	1042	281	26.97	156	102	23	0
Pct 7303	VBM	7303	1	1042	482	46.26	302	137	44	0
Pct 7304	Election Day	7304	1	1002	278	27.74	153	102	23	0
Pct 7304	VBM	7304	1	1002	493	49.20	263	194	38	0
Pct 7305	Election Day	7305	1	871	240	27.55	139	87	14	0
Pct 7305	VBM	7305	1	871	460	52.81	256	178	24	0
Pct 7306	Election Day	7306	1	1056	317	30.02	183	108	23	0
Pct 7306	VBM	7306	1	1056	498	47.16	305	149	44	2
Pct 7307	Election Day	7307	1	767	210	27.38	132	64	15	0
Pct 7307	VBM	7307	1	767	346	45.11	189	119	36	0
Pct 7308	Election Day	7308	1	603	177	29.35	104	64	9	0
Pct 7308	VBM	7308	1	603	313	51.91	176	113	22	0
Pct 7309	Election Day	7309	1	884	263	29.75	139	102	20	0
Pct 7309	VBM	7309	1	884	439	49.66	234	163	38	0
Pct 7311	Election Day	7311	1	917	268	29.23	178	81	7	0
Pct 7311	VBM	7311	1	917	448	48.85	270	152	32	0
Pct 7312	Election Day	7312	1	821	203	24.73	107	83	13	0
Pct 7312	VBM	7312	1	821	470	57.25	253	165	51	0
Pct 7313	Election Day	7313	1	968	225	23.24	127	79	16	0
Pct 7313	VBM	7313	1	968	485	50.10	288	153	41	0
Pct 7314	Election Day	7314	1	787	125	15.88	67	39	19	0
Pct 7314	VBM	7314	1	787	271	34.43	165	71	36	0
Pct 7315	Election Day	7315	1	760	220	28.95	141	62	22	0
Pct 7315	VBM	7315	1	760	282	37.11	169	92	20	0
Pct 7316	Election Day	7316	1	853	205	24.03	124	61	20	0
Pct 7316	VBM	7316	1	853	367	43.02	201	123	42	0
Pct 7317	Election Day	7317	1	904	189	20.91	115	56	18	0
Pct 7317	VBM	7317	1	904	454	50.22	294	128	33	1
Pct 7318	Election Day	7318	1	727	179	24.62	99	68	11	0
Pct 7318	VBM	7318	1	727	390	53.65	244	106	43	0
Pct 7319	Election Day	7319	1	1079	301	27.90	162	111	28	0
Pct 7319	VBM	7319	1	1079	516	47.82	292	184	39	0
Pct 7321	Election Day	7321	1	671	149	22.21	85	50	16	0
Pct 7321	VBM	7321	1	671	286	42.62	180	90	15	0
Pct 7322	Election Day	7322	1	874	65	7.44	37	18	11	0
Pct 7322	VBM	7322	1	874	337	38.56	232	73	35	0
Pct 7323	Election Day	7323	1	950	234	24.63	120	93	21	0
Pct 7323	VBM	7323	1	950	455	47.89	273	136	46	0
Pct 7324	Election Day	7324	1	755	190	25.17	115	57	19	0
Pct 7324	VBM	7324	1	755	364	48.21	229	103	31	0
Pct 7325	Election Day	7325	1	904	243	26.88	130	89	24	0
Pct 7325	VBM	7325	1	904	436	48.23	270	132	33	0
Pct 7326	Election Day	7326	1	876	200	22.83	113	65	22	0
Pct 7326	VBM	7326	1	876	430	49.09	251	141	37	0
Pct 7327	Election Day	7327	1	699	71	10.16	45	18	8	0
Pct 7327	VBM	7327	1	699	276	39.48	185	70	23	0
Pct 7328	Election Day	7328	1	973	94	9.66	54	26	16	0
Pct 7328	VBM	7328	1	973	394	40.49	253	80	58	0
Pct 7329	Election Day	7329	1	640	112	17.50	81	38	10	0
Pct 7329	VBM	7329	1	640	321	50.16	178	115	26	0
Pct 7331	Election Day	7331	1	852	213	25.00	120	76	16	0
Pct 7331	VBM	7331	1	852	461	54.11	278	149	35	0
Pct 7332	Election Day	7332	1	834	225	26.98	122	90	13	0
Pct 7332	VBM	7332	1	834	364	43.65	204	120	41	0
Pct 7333	Election Day	7333	1	1044	298	28.54	181	94	22	1
Pct 7333	VBM	7333	1	1044	543	52.01	317	188	33	0
Pct 7334	Election Day	7334	1	881	199	22.59	130	52	16	0
Pct 7334	VBM	7334	1	881	462	52.44	274	155	29	0
Pct 7335	Election Day	7335	1	970	225	23.20	128	81	15	0
Pct 7335	VBM	7335	1	970	523	53.92	293	196	36	0
Pct 7336	Election Day	7336	1	955	238	24.92	137	88	14	0
Pct 7336	VBM	7336	1	955	523	54.76	302	187	32	0
Pct 7337	Election Day	7337	1	851	179	21.03	102	70	8	0
Pct 7337	VBM	7337	1	851	464	54.52	281	152	34	0
Pct 7338	Election Day	7338	1	915	153	16.72	100	38	15	0
Pct 7338	VBM	7338	1	915	426	46.56	280	106	42	1
Pct 7339	Election Day	7339	1	669	174	26.01	97	64	12	0
Pct 7339	VBM	7339	1	669	309	46.19	168	120	22	0
Pct 7341	Election Day	7341	1	908	260	28.63	151	83	26	0
Pct 7341	VBM	7341	1	908	401	44.16	236	128	34	0
Pct 7342	Election Day	7342	1	947	334	35.27	200	113	21	0
Pct 7342	VBM	7342	1	947	414	43.72	260	130	23	0
Pct 7343	Election Day	7343	1	731	234	32.01	149	67	18	0
Pct 7343	VBM	7343	1	731	316	43.23	199	97	19	0
Pct 7344	Election Day	7344	1	1110	291	26.22	183	87	21	0
Pct 7344	VBM	7344	1	1110	538	48.47	338	175	28	0
Pct 7345	Election Day	7345	1	1141	329	28.83	202	100	27	0
Pct 7345	VBM	7345	1	1141	521	45.66	318	168	33	0
Pct 7346	Election Day	7346	1	920	250	27.17	136	96	21	0
Pct 7346	VBM	7346	1	920	384	41.74	228	139	17	0
Pct 7347	Election Day	7347	1	1040	241	23.17	143	74	26	0
Pct 7347	VBM	7347	1	1040	480	46.15	308	131	37	0
Pct 7348	Election Day	7348	1	861	210	24.39	114	76	20	0
Pct 7348	VBM	7348	1	861	353	41.00	203	120	31	0
Pct 7349	Election Day	7349	1	957	248	25.91	141	91	19	0
Pct 7349	VBM	7349	1	957	427	44.62	252	135	37	0
Pct 7501	Election Day	7501	1	565	172	30.44	88	72	13	0
Pct 7501	VBM	7501	1	565	308	54.51	175	109	21	1
Pct 7502	Election Day	7502	1	784	180	22.96	114	56	9	0
Pct 7502	VBM	7502	1	784	447	57.02	252	153	42	0
Pct 7503	Election Day	7503	1	764	208	27.23	123	66	19	0
Pct 7503	VBM	7503	1	764	388	50.79	227	126	32	0
Pct 7504	Election Day	7504	1	503	112	22.27	62	36	13	0
Pct 7504	VBM	7504	1	503	222	44.14	133	70	17	0
Pct 7505	Election Day	7505	1	869	158	18.18	94	45	18	0
Pct 7505	VBM	7505	1	869	532	61.22	296	178	54	0
Pct 7506	Election Day	7506	1	999	226	22.62	137	71	21	0
Pct 7506	VBM	7506	1	999	473	47.35	259	167	46	0
Pct 7507	Election Day	7507	1	955	211	22.09	122	63	25	0
Pct 7507	VBM	7507	1	955	344	36.02	235	91	20	0
Pct 7508	Election Day	7508	1	727	154	21.18	86	48	20	1
Pct 7508	VBM	7508	1	727	427	58.73	258	117	47	1
Pct 7509/7511	Election Day	7509	1	932	235	25.21	154	65	13	0
Pct 7509/7511	VBM	7509	1	932	470	50.43	291	137	41	0
Pct 7512	Election Day	7512	1	612	150	24.51	76	58	15	0
Pct 7512	VBM	7512	1	612	283	46.24	156	100	27	0
Pct 7513	Election Day	7513	1	818	225	27.51	116	81	28	0
Pct 7513	VBM	7513	1	818	315	38.51	201	95	19	0
Pct 7514	Election Day	7514	1	874	140	16.02	73	45	21	1
Pct 7514	VBM	7514	1	874	305	34.90	184	82	36	0
Pct 7515	Election Day	7515	1	869	212	24.40	118	75	17	0
Pct 7515	VBM	7515	1	869	389	44.76	231	133	26	0
Pct 7516	Election Day	7516	1	922	172	18.66	107	51	12	0
Pct 7516	VBM	7516	1	922	538	58.35	323	171	43	1
Pct 7517	Election Day	7517	1	863	289	33.49	178	97	13	0
Pct 7517	VBM	7517	1	863	410	47.51	266	128	16	0
Pct 7518	Election Day	7518	1	950	309	32.53	183	106	18	0
Pct 7518	VBM	7518	1	950	480	50.53	302	143	34	0
Pct 7519	Election Day	7519	1	737	224	30.39	142	76	6	0
Pct 7519	VBM	7519	1	737	355	48.17	217	109	30	0
Pct 7521	Election Day	7521	1	812	292	35.96	178	86	22	0
Pct 7521	VBM	7521	1	812	354	43.60	215	123	16	1
Pct 7522	Election Day	7522	1	764	207	27.09	135	64	8	0
Pct 7522	VBM	7522	1	764	397	51.96	252	121	23	0
Pct 7523	Election Day	7523	1	747	275	36.81	159	91	25	0
Pct 7523	VBM	7523	1	747	359	48.06	215	124	18	1
Pct 7524	Election Day	7524	1	615	181	29.43	102	63	15	0
Pct 7524	VBM	7524	1	615	262	42.60	157	92	12	0
Pct 7525	Election Day	7525	1	800	205	25.62	118	64	21	0
Pct 7525	VBM	7525	1	800	341	42.62	215	99	26	1
Pct 7526	Election Day	7526	1	1011	292	28.88	181	97	15	0
Pct 7526	VBM	7526	1	1011	552	54.60	320	187	44	0
Pct 7527/7528	Election Day	7527	1	725	211	29.10	138	60	12	1
Pct 7527/7528	VBM	7527	1	725	339	46.76	215	104	20	0
Pct 7529	Election Day	7529	1	948	295	31.12	183	91	19	0
Pct 7529	VBM	7529	1	948	486	51.27	293	159	35	0
Pct 7531	Election Day	7531	1	865	228	26.36	136	81	11	0
Pct 7531	VBM	7531	1	865	442	51.10	267	146	29	0
Pct 7532	Election Day	7532	1	852	246	28.87	151	66	28	0
Pct 7532	VBM	7532	1	852	398	46.71	223	154	20	0
Pct 7533	Election Day	7533	1	1015	357	35.17	221	118	17	0
Pct 7533	VBM	7533	1	1015	490	48.28	289	161	40	0
Pct 7534	Election Day	7534	1	936	322	34.40	212	90	21	0
Pct 7534	VBM	7534	1	936	415	44.34	256	135	24	0
Pct 7535	Election Day	7535	1	767	262	34.16	166	76	17	0
Pct 7535	VBM	7535	1	767	387	50.46	242	114	31	0
Pct 7536	Election Day	7536	1	863	291	33.72	173	95	22	0
Pct 7536	VBM	7536	1	863	421	48.78	275	123	23	1
Pct 7537	Election Day	7537	1	752	240	31.91	158	72	11	0
Pct 7537	VBM	7537	1	752	363	48.27	221	116	25	0
Pct 7538	Election Day	7538	1	771	246	31.91	144	88	12	0
Pct 7538	VBM	7538	1	771	400	51.88	250	130	19	1
Pct 7539	Election Day	7539	1	922	330	35.79	214	99	18	0
Pct 7539	VBM	7539	1	922	428	46.42	280	123	25	0
Pct 7541	Election Day	7541	1	805	248	30.81	148	85	17	0
Pct 7541	VBM	7541	1	805	400	49.69	254	130	16	0
Pct 7542	Election Day	7542	1	821	272	33.13	183	76	13	1
Pct 7542	VBM	7542	1	821	389	47.38	238	130	21	0
Pct 7543	Election Day	7543	1	909	216	23.76	137	66	15	0
Pct 7543	VBM	7543	1	909	467	51.38	294	147	23	1
Pct 7544	Election Day	7544	1	898	258	28.73	155	90	15	0
Pct 7544	VBM	7544	1	898	479	53.34	293	153	30	0
Pct 7545	Election Day	7545	1	918	273	29.74	179	78	18	0
Pct 7545	VBM	7545	1	918	480	52.29	291	158	33	0
Pct 7546	Election Day	7546	1	982	304	30.96	201	89	14	0
Pct 7546	VBM	7546	1	982	517	52.65	343	152	23	0
Pct 7547	Election Day	7547	1	1029	315	30.61	194	96	24	0
Pct 7547	VBM	7547	1	1029	505	49.08	295	175	32	1
Pct 7548	Election Day	7548	1	1073	319	29.73	194	113	12	0
Pct 7548	VBM	7548	1	1073	512	47.72	340	140	31	0
Pct 7549	Election Day	7549	1	811	215	26.51	138	60	16	0
Pct 7549	VBM	7549	1	811	431	53.14	273	128	34	0
Pct 7551	Election Day	7551	1	741	239	32.25	163	68	8	0
Pct 7551	VBM	7551	1	741	394	53.17	277	97	20	0
Pct 7552	Election Day	7552	1	727	241	33.15	141	86	12	0
Pct 7552	VBM	7552	1	727	361	49.66	229	113	20	0
Pct 7553 MB	Election Day	7553	1	180	6	3.33	4	0	1	0
Pct 7553 MB	VBM	7553	1	180	126	70.00	93	25	6	0
Pct 7554	Election Day	7554	1	808	247	30.57	156	77	13	0
Pct 7554	VBM	7554	1	808	442	54.70	259	152	28	0
Pct 7555	Election Day	7555	1	886	290	32.73	189	78	24	0
Pct 7555	VBM	7555	1	886	459	51.81	263	165	32	0
