		Total Registered	Democratic	Republican	American Independent	Green	Libertarian	Peace and Freedom	Unknown	Other	No Party Preference
	Scotts Valley	8007	3530	1938	251	55	97	10	2	43	2081
	Watsonville	18594	11007	1866	281	82	90	115	3	85	5065
											
	Unincorporated Area	87299	45549	14628	2055	1014	917	243	12	516	22365
Santa Cruz Totals		159499	87066	22353	3442	1743	1452	519	18	951	41955
     Percent			0.5458717346191406	0.14014507830142975	0.02158007211983204	0.01092796865850687	0.009103504940867424	0.003253938863053918	0.0001128533695009537	0.005962419789284468	0.2630423903465271
											
Shasta											
  Districts											
	County Supervisorial 1	20055	5286	8216	819	104	267	76	0	59	5228
	County Supervisorial 2	20014	4799	8921	785	80	237	68	1	43	5080
	County Supervisorial 3	20044	4420	9600	809	76	219	63	1	51	4805
	County Supervisorial 4	20586	4536	9713	810	70	193	70	3	55	5136
	County Supervisorial 5	21083	4608	10375	912	59	208	58	1	44	4818
											
	US Congressional 1	101782	23649	46825	4135	389	1124	335	6	252	25067
											
	State Senate 1	101782	23649	46825	4135	389	1124	335	6	252	25067
											
	State Assembly 1	101782	23649	46825	4135	389	1124	335	6	252	25067
											
	State Board of Equalization 1	101782	23649	46825	4135	389	1124	335	6	252	25067
											
  Cities											
	Anderson	5041	1219	2032	253	23	57	15	0	12	1430
	Redding	50871	12310	22542	1977	226	621	157	2	124	12912
	Shasta Lake	5252	1322	2117	255	21	48	29	2	23	1435
											
	Unincorporated Area	40618	8798	20134	1650	119	398	134	2	93	9290
Shasta Totals		101782	23649	46825	4135	389	1124	335	6	252	25067
     Percent			0.23234952986240387	0.46005186438560486	0.04062604531645775	0.0038218938279896975	0.011043209582567215	0.0032913482282310724	5.8949521189788356E-05	0.002475879853591323	0.24628126621246338
											
Sierra											
  Districts											
	County Supervisorial 1	486	143	166	28	11	12	2	0	8	116
	County Supervisorial 2	425	138	164	20	1	4	0	0	9	89
	County Supervisorial 3	487	134	205	28	2	6	1	0	9	102
	County Supervisorial 4	438	125	172	31	3	4	1	0	8	94
	County Supervisorial 5	354	65	165	16	3	3	0	0	8	94
											
	US Congressional 1	2190	605	872	123	20	29	4	0	42	495
											
	State Senate 1	2190	605	872	123	20	29	4	0	42	495
											
	State Assembly 1	2190	605	872	123	20	29	4	0	42	495
											
	State Board of Equalization 1	2190	605	872	123	20	29	4	0	42	495
											
  Cities											
	Loyalton	448	129	173	31	3	4	1	0	8	99
											
	Unincorporated Area	1742	476	699	92	17	25	3	0	34	396
Sierra Totals		2190	605	872	123	20	29	4	0	42	495
     Percent			0.27625569701194763	0.3981735110282898	0.05616438388824463	0.00913241971284151	0.013242009095847607	0.0018264839891344309	0	0.019178081303834915	0.22602739930152893
											
Siskiyou											
  Districts											
	County Supervisorial 1	4663	1163	2049	228	30	49	29	16	12	1087
	County Supervisorial 2	5945	2418	1550	242	83	77	23	26	19	1507
	County Supervisorial 3	5997	1982	2011	293	37	64	27	21	20	1542
	County Supervisorial 4	5657	1391	2489	284	29	73	23	17	7	1344
	County Supervisorial 5	5304	1320	2338	236	36	81	28	8	8	1249
											
	US Congressional 1	27566	8274	10437	1283	215	344	130	88	66	6729
											
	State Senate 1	27566	8274	10437	1283	215	344	130	88	66	6729
											
	State Assembly 1	27566	8274	10437	1283	215	344	130	88	66	6729
											
	State Board of Equalization 1	27566	8274	10437	1283	215	344	130	88	66	6729
											
  Cities											
	Dorris	353	88	152	18	1	2	2	1	4	85
	Dunsmuir	1021	402	246	41	13	18	7	7	1	286
	Etna	409	108	190	16	4	4	3	0	1	83
	Fort Jones	394	101	166	17	1	7	2	0	1	99
	Montague	783	164	344	46	4	8	5	3	1	208
	Mt. Shasta	2253	964	498	82	33	27	5	12	9	623
	Tulelake	240	58	111	8	0	0	1	0	0	62
	Weed	1352	537	302	65	14	26	10	10	7	381
	Yreka	4391	1174	1784	229	24	56	21	15	7	1081
											
	Unincorporated Area	16370	4678	6644	761	121	196	74	40	35	3821
Siskiyou Totals		27566	8274	10437	1283	215	344	130	88	66	6729
     Percent			0.30015236139297485	0.37861859798431396	0.04654284194111824	0.007799462880939245	0.012479141354560852	0.004715954419225454	0.0031923383940011263	0.0023942538537085056	0.24410505592823029
											
Solano											
  Districts											
	County Supervisorial 1	45118	25138	5108	998	221	221	190	275	234	12733
	County Supervisorial 2	51509	25558	9308	1390	240	381	135	202	302	13993
	County Supervisorial 3	41249	19185	8125	1125	139	303	157	194	254	11767
	County Supervisorial 4	43143	15414	13760	1450	144	413	120	143	273	11426
	County Supervisorial 5	50491	20357	13773	1595	126	479	132	201	308	13520
											
	US Congressional 3	147165	60397	38274	4520	438	1286	438	574	915	40323
	US Congressional 5	84345	45255	11800	2038	432	511	296	441	456	23116
											
	State Senate 3	231510	105652	50074	6558	870	1797	734	1015	1371	63439
											
	State Assembly 4	18134	6105	6525	547	58	162	41	72	106	4518
	State Assembly 11	129020	54287	31744	3973	380	1124	397	502	809	35804
	State Assembly 14	84356	45260	11805	2038	432	511	296	441	456	23117
											
	State Board of Equalization 2	231510	105652	50074	6558	870	1797	734	1015	1371	63439
											
  Cities											
	Benicia	19106	9163	4138	559	104	158	36	52	106	4790
	Dixon	10194	3733	3218	301	33	94	30	36	49	2700
	Fairfield	55066	25164	11148	1471	161	397	190	223	345	15967
	Rio Vista	6335	2669	1936	245	13	54	15	25	37	1341
	Suisun City	15031	7310	2601	405	42	132	55	70	72	4344
	Vacaville	50390	18460	15202	1787	152	522	129	179	338	13621
	Vallejo	63711	35222	7491	1440	321	336	255	373	343	17930
											
	Unincorporated Area	11677	3931	4340	350	44	104	24	57	81	2746
Solano Totals		231510	105652	50074	6558	870	1797	734	1015	1371	63439
     Percent			0.45636042952537537	0.21629303693771362	0.02832707017660141	0.0037579371128231287	0.007762083783745766	0.0031704893335700035	0.004384259693324566	0.0059219906106591225	0.2740227282047272
											
Sonoma											
  Districts											
	County Supervisorial 1	60281	31007	12328	1457	516	455	104	168	253	13993
	County Supervisorial 2	59001	30207	10897	1505	603	443	112	158	262	14814
	County Supervisorial 3	47952	25249	7469	1189	510	463	135	173	226	12538
	County Supervisorial 4	52782	25521	11615	1398	372	463	126	133	187	12967
	County Supervisorial 5	54276	30417	7459	1144	948	440	179	182	219	13288
											
	US Congressional 2	115640	60678	21294	2751	1426	911	261	321	466	27532
	US Congressional 5	158652	81723	28474	3942	1523	1353	395	493	681	40068
											
	State Senate 2	192706	100811	34751	4485	2221	1649	489	586	779	46935
	State Senate 3	81586	41590	15017	2208	728	615	167	228	368	20665
											
	State Assembly 2	115876	59567	22607	2754	1200	974	266	329	467	27712
	State Assembly 4	37249	18834	6795	1016	337	329	92	107	161	9578
	State Assembly 10	121167	64000	20366	2923	1412	961	298	378	519	30310
											
	State Board of Equalization 2	274292	142401	49768	6693	2949	2264	656	814	1147	67600
											
  Cities											
	Cloverdale	4672	2281	1002	123	39	33	16	19	15	1144
	Cotati	4471	2344	702	119	70	35	11	9	17	1164
	Healdsburg	6857	3591	1267	155	60	65	23	20	24	1652
	Petaluma	35641	18732	6171	901	305	260	62	103	168	8939
	Rohnert Park	22084	10879	4032	658	184	189	51	63	105	5923
	Santa Rosa	90825	47683	15390	2096	867	794	220	309	395	23071
	Sebastopol	5271	3332	535	88	106	36	18	17	17	1122
	Sonoma	7149	3715	1325	211	50	46	16	18	26	1742
	Windsor	15302	7177	3550	413	91	147	32	33	53	3806
											
	Unincorporated Area	82020	42667	15794	1929	1177	659	207	223	327	19037
Sonoma Totals		274292	142401	49768	6693	2949	2264	656	814	1147	67600
     Percent			0.5191584229469299	0.18144167959690094	0.024401003494858742	0.010751316323876381	0.008253977634012699	0.002391611924394965	0.0029676402918994427	0.004181675147265196	0.2464526891708374
											
Stanislaus											
  Districts											
	County Supervisorial 1	53424	17135	21348	1782	136	420	146	212	503	11742
	County Supervisorial 2	50153	16241	19661	1432	145	413	143	184	406	11528
	County Supervisorial 3	46801	19168	14426	1270	120	355	185	211	433	10633
	County Supervisorial 4	55136	20705	19534	1656	174	462	201	207	537	11660
	County Supervisorial 5	42952	19394	11658	1091	113	264	170	168	380	9714
											
	US Congressional 10	248466	92643	86627	7231	688	1914	845	982	2259	55277
											
	State Senate 5	117866	44663	40349	3577	333	955	388	478	1117	26006
	State Senate 8	73620	22354	30567	2274	205	608	210	248	644	16510
	State Senate 12	56980	25626	15711	1380	150	351	247	256	498	12761
											
	State Assembly 12	158926	53848	60198	4908	415	1284	451	613	1451	35758
	State Assembly 21	89540	38795	26429	2323	273	630	394	369	808	19519
											
	State Board of Equalization 1	248466	92643	86627	7231	688	1914	845	982	2259	55277
											
  Cities											
	Ceres	20363	9331	5574	516	55	128	78	83	171	4427
	Hughson	3533	1077	1505	106	11	38	10	9	28	749
	Modesto	102777	40520	34012	3019	296	816	356	408	1000	22350
	Newman	4318	1764	1166	134	7	29	23	13	65	1117
	Oakdale	11353	3110	4879	458	35	121	35	33	128	2554
	Patterson	9281	4652	1909	243	24	55	40	30	68	2260
	Riverbank	10582	3896	3421	332	23	98	36	65	83	2628
	Turlock	33946	11601	12280	930	111	282	102	131	298	8211
	Waterford	3797	1049	1588	128	8	21	12	8	28	955
											
	Unincorporated Area	48516	15643	20293	1365	118	326	153	202	390	10026
Stanislaus Totals		248466	92643	86627	7231	688	1914	845	982	2259	55277
     Percent			0.3728598654270172	0.3486472964286804	0.029102573171257973	0.002768990583717823	0.0077032670378685	0.0034008678048849106	0.003952250815927982	0.009091787040233612	0.22247309982776642
											
Sutter											
  Districts											
	County Supervisorial 1	9200	2955	3482	272	21	66	27	32	149	2196
	County Supervisorial 2	6760	2099	2239	275	27	70	37	29	126	1858
	County Supervisorial 3	10936	2768	5177	354	21	83	22	46	130	2335
	County Supervisorial 4	9793	3372	3057	280	20	74	43	75	118	2754
	County Supervisorial 5	9398	2537	4034	307	18	89	26	32	109	2246
											
	US Congressional 3	46087	13731	17989	1488	107	382	155	214	632	11389
											
	State Senate 4	46087	13731	17989	1488	107	382	155	214	632	11389
											
	State Assembly 3	46087	13731	17989	1488	107	382	155	214	632	11389
											
	State Board of Equalization 1	46087	13731	17989	1488	107	382	155	214	632	11389
											
  Cities											
	Live Oak	3451	1375	933	89	13	21	17	18	63	922
	Yuba City	31190	9919	11019	1044	70	254	106	172	452	8154
											
	Unincorporated Area	11446	2437	6037	355	24	107	32	24	117	2313
Sutter Totals		46087	13731	17989	1488	107	382	155	214	632	11389
     Percent			0.29793649911880493	0.39032697677612305	0.032286763191223145	0.0023216959089040756	0.008288671262562275	0.0033632044214755297	0.004643391817808151	0.013713194988667965	0.24711957573890686
											
Tehama											
  Districts											
	County Supervisorial 1	7589	1740	3558	341	19	87	20	0	19	1805
	County Supervisorial 2	6573	1630	2726	346	16	87	24	0	15	1729
	County Supervisorial 3	7424	1712	3296	384	23	101	19	0	17	1872
	County Supervisorial 4	5693	1646	2179	268	20	51	23	0	14	1492
	County Supervisorial 5	6007	1672	2451	262	22	54	19	0	15	1512
											
	US Congressional 1	33286	8400	14210	1601	100	380	105	0	80	8410
											
	State Senate 4	33286	8400	14210	1601	100	380	105	0	80	8410
											
	State Assembly 3	33286	8400	14210	1601	100	380	105	0	80	8410
											
	State Board of Equalization 2	33286	8400	14210	1601	100	380	105	0	80	8410
											
  Cities											
	Corning	2962	959	929	120	7	20	16	0	8	903
	Red Bluff	6900	1929	2435	355	19	92	31	0	13	2026
	Tehama	230	71	84	10	1	3	0	0	1	60
											
	Unincorporated Area	23194	5441	10762	1116	73	265	58	0	58	5421
Tehama Totals		33286	8400	14210	1601	100	380	105	0	80	8410
     Percent			0.2523583471775055	0.42690619826316833	0.04809829965233803	0.0030042659491300583	0.011416210792958736	0.003154479432851076	0	0.0024034129455685616	0.25265878438949585
											
Trinity											
  Districts											
	County Supervisorial 1	1633	530	615	79	19	17	4	82	61	226
	County Supervisorial 2	1593	457	549	74	12	27	7	23	162	282
	County Supervisorial 3	1562	487	457	68	19	26	11	89	85	320
	County Supervisorial 4	1465	530	447	74	20	10	6	7	156	215
	County Supervisorial 5	1403	397	412	72	23	15	11	13	136	324
											
	US Congressional 2	7656	2401	2480	367	93	95	39	214	600	1367
											
	State Senate 2	7656	2401	2480	367	93	95	39	214	600	1367
											
	State Assembly 2	7656	2401	2480	367	93	95	39	214	600	1367
											
	State Board of Equalization 2	7656	2401	2480	367	93	95	39	214	600	1367
											
  Cities											
	Unincorporated Area	7656	2401	2480	367	93	95	39	214	600	1367
Trinity Totals		7656	2401	2480	367	93	95	39	214	600	1367
     Percent			0.3136102259159088	0.32392895221710205	0.04793626070022583	0.012147335335612297	0.012408568523824215	0.0050940439105033875	0.027951933443546295	0.07836990803480148	0.1785527616739273
											
Tulare											
  Districts											
	County Supervisorial 1	35214	10602	14058	1158	106	266	97	115	73	8739
	County Supervisorial 2	31770	10141	12118	980	75	253	80	101	47	7975
	County Supervisorial 3	43890	12438	18975	1464	147	410	94	143	95	10124
	County Supervisorial 4	28672	10088	10174	694	52	187	71	114	33	7259
	County Supervisorial 5	29821	9405	11046	1000	92	221	92	114	61	7790
											
	US Congressional 21	7085	2809	1993	213	15	49	28	38	9	1931
	US Congressional 22	128423	39562	51128	3979	350	1030	306	434	223	31411
	US Congressional 23	33859	10303	13250	1104	107	258	100	115	77	8545
											
	State Senate 8	2496	783	1081	75	13	19	10	7	11	497
	State Senate 14	63881	22667	21045	1774	158	418	203	255	105	17256
	State Senate 16	102990	29224	44245	3447	301	900	221	325	193	24134
											
	State Assembly 23	3425	978	1599	110	11	29	12	8	11	667
	State Assembly 26	165942	51696	64772	5186	461	1308	422	579	298	41220
											
	State Board of Equalization 1	169367	52674	66371	5296	472	1337	434	587	309	41887
											
  Cities											
	Dinuba	7428	3029	2144	166	12	37	20	24	11	1985
	Exeter	4563	1136	2154	201	13	42	12	14	12	979
	Farmersville	3019	1186	694	88	11	17	14	18	6	985
	Lindsay	3144	1332	646	73	9	28	17	16	5	1018
	Porterville	19686	6544	6663	644	63	151	62	62	43	5454
	Tulare	24353	7631	9377	783	62	195	58	73	40	6134
	Visalia	61434	17807	25758	2055	196	560	132	195	123	14608
	Woodlake	2232	1015	506	57	6	15	5	15	4	609
											
	Unincorporated Area	43508	12994	18429	1229	100	292	114	170	65	10115
Tulare Totals		169367	52674	66371	5296	472	1337	434	587	309	41887
     Percent			0.3110050857067108	0.39187681674957275	0.0312693752348423	0.0027868475299328566	0.007894099690020084	0.0025624826084822416	0.003465846413746476	0.0018244404345750809	0.24731500446796417
											
Tuolumne											
  Districts											
	County Supervisorial 1	6311	2118	2309	241	34	69	25	0	12	1503
	County Supervisorial 2	6358	1770	2697	212	36	88	17	1	3	1534
	County Supervisorial 3	6373	1837	2689	270	28	70	17	0	14	1448
	County Supervisorial 4	6508	1796	2856	248	36	70	13	2	5	1482
	County Supervisorial 5	6449	1875	2639	266	43	65	16	0	2	1543
											
	US Congressional 4	31999	9396	13190	1237	177	362	88	3	36	7510
											
	State Senate 8	31999	9396	13190	1237	177	362	88	3	36	7510
											
	State Assembly 5	31999	9396	13190	1237	177	362	88	3	36	7510
											
	State Board of Equalization 1	31999	9396	13190	1237	177	362	88	3	36	7510
											
  Cities											
	Sonora	2583	938	809	101	14	30	13	0	3	675
											
	Unincorporated Area	29416	8458	12381	1136	163	332	75	3	33	6835
Tuolumne Totals		31999	9396	13190	1237	177	362	88	3	36	7510
     Percent			0.29363417625427246	0.412200391292572	0.03865745663642883	0.005531422793865204	0.011312853544950485	0.002750085899606347	9.375293302582577E-05	0.0011250351089984179	0.23469483852386475
											
Ventura											
  Districts											
	County Supervisorial 1	97051	41582	25074	2443	657	842	294	324	1273	24562
	County Supervisorial 2	99792	33607	35494	2479	329	897	142	340	1361	25143
	County Supervisorial 3	85985	34537	25350	2086	277	633	268	358	961	21515
	County Supervisorial 4	95980	30082	36278	2404	306	856	187	372	1125	24370
	County Supervisorial 5	69366	38566	10645	1112	235	372	290	317	550	17279
											
	US Congressional 24	5638	2437	1305	154	58	58	20	19	93	1494
	US Congressional 25	69019	20835	26850	1728	221	604	136	274	804	17567
	US Congressional 26	372186	154611	104267	8614	1524	2927	1022	1407	4355	93459
	US Congressional 30	1331	491	419	28	1	11	3	11	18	349
											
	State Senate 19	255602	115800	62153	5751	1190	1880	858	1011	2837	64122
	State Senate 27	192572	62574	70688	4773	614	1720	323	700	2433	48747
											
	State Assembly 37	135370	58414	34830	3311	806	1112	417	482	1672	34326
	State Assembly 38	74001	22455	28479	1873	238	666	155	298	878	18959
	State Assembly 44	237472	97014	69113	5312	759	1811	606	920	2702	59235
	State Assembly 45	1331	491	419	28	1	11	3	11	18	349
											
	State Board of Equalization 3	448174	178374	132841	10524	1804	3600	1181	1711	5270	112869
											
  Cities											
	Camarillo	42186	13847	15692	1137	116	342	86	157	530	10279
	Fillmore	6886	3050	1577	171	27	40	39	25	63	1894
	Moorpark	20970	7307	7365	510	67	184	32	70	234	5201
	Ojai	5032	2410	1104	103	49	35	5	15	99	1212
	Oxnard	82435	45286	12511	1379	277	429	345	367	659	21182
	Port Hueneme	9749	4750	1876	232	31	76	47	50	107	2580
	San Buenaventura	64976	27232	17650	1663	400	595	191	199	894	16152
	Santa Paula	12272	6126	2377	234	48	69	42	57	125	3194
	Simi Valley	71994	21821	27753	1825	224	643	153	294	841	18440
	Thousand Oaks	78137	26147	27917	1939	257	684	116	255	1081	19741
											
	Unincorporated Area	53537	20398	17019	1331	308	503	125	222	637	12994
Ventura Totals		448174	178374	132841	10524	1804	3600	1181	1711	5270	112869
     Percent			0.39800167083740234	0.29640495777130127	0.023481952026486397	0.004025222267955542	0.008032594807446003	0.002635137178003788	0.003817713586613536	0.011758825741708279	0.2518419325351715
											
Yolo											
  Districts											
	County Supervisorial 1	23621	10024	5226	819	101	193	133	93	122	6910
	County Supervisorial 2	22718	12583	2726	451	248	179	58	92	138	6243
	County Supervisorial 3	22333	8952	6098	737	97	199	103	82	105	5960
	County Supervisorial 4	25322	13824	3315	508	260	186	31	86	112	7000
	County Supervisorial 5	19648	8336	4854	587	104	185	82	77	83	5340
											
	US Congressional 3	86736	42267	16517	2162	691	726	236	315	406	23416
	US Congressional 6	26906	11452	5702	940	119	216	171	115	154	8037
											
	State Senate 3	86736	42267	16517	2162	691	726	236	315	406	23416
	State Senate 6	26906	11452	5702	940	119	216	171	115	154	8037
											
	State Assembly 4	86736	42267	16517	2162	691	726	236	315	406	23416
	State Assembly 7	26906	11452	5702	940	119	216	171	115	154	8037
											
	State Board of Equalization 2	113642	53719	22219	3102	810	942	407	430	560	31453
											
  Cities											
	Davis	40121	22768	4435	764	434	289	65	143	198	11025
	West Sacramento	26906	11452	5702	940	119	216	171	115	154	8037
	Winters	3817	1635	886	104	30	35	16	18	24	1069
	Woodland	30618	13097	7517	962	137	284	121	106	125	8269
											
	Unincorporated Area	12180	4767	3679	332	90	118	34	48	59	3053
Yolo Totals		113642	53719	22219	3102	810	942	407	430	560	31453
     Percent			0.472703754901886	0.19551749527454376	0.027296246960759163	0.00712764635682106	0.008289189077913761	0.003581422381103039	0.003783812280744314	0.0049277557991445065	0.276772677898407
											
Yuba											
  Districts											
	County Supervisorial 1	6045	1734	1714	314	21	69	51	38	15	2089
	County Supervisorial 2	6173	1827	1982	298	21	57	53	51	24	1860
	County Supervisorial 3	5758	1749	1671	300	19	60	45	36	18	1860
	County Supervisorial 4	7125	1767	2968	312	22	107	26	37	19	1867
	County Supervisorial 5	8653	1977	3878	404	65	99	24	25	26	2155
											
	US Congressional 3	33754	9054	12213	1628	148	392	199	187	102	9831
											
	State Senate 4	33754	9054	12213	1628	148	392	199	187	102	9831
											
	State Assembly 3	33754	9054	12213	1628	148	392	199	187	102	9831
											
	State Board of Equalization 1	33754	9054	12213	1628	148	392	199	187	102	9831
											
  Cities											
	Marysville	5263	1562	1770	258	20	46	35	42	21	1509
	Wheatland	1761	384	793	83	7	25	5	6	7	451
											
	Unincorporated Area	26730	7108	9650	1287	121	321	159	139	74	7871
Yuba Totals		33754	9054	12213	1628	148	392	199	187	102	9831
     Percent			0.26823487877845764	0.36182379722595215	0.048231322318315506	0.004384665749967098	0.011613438837230206	0.005895597394555807	0.005540084093809128	0.0030218639876693487	0.2912543714046478
											
											
Incorporated Total		16333180	7301170	3654547	405254	71886	118705	62759	45389	85136	4588334
Unincorporated Total		3363191	1256257	1080507	103110	17631	30390	12106	8475	23442	831273
State Total		19696371	8557427	4735054	508364	89517	149095	74865	53864	108578	5419607
