		Total Registered	Democratic	Republican	American Independent	Green	Libertarian	Peace and Freedom	Unknown	Other	No Party Preference
     Percent			0.5611010789871216	0.13821780681610107	0.024763714522123337	0.010019001550972462	0.009790736250579357	0.0036275694146752357	0.0014621326699852943	0.005009500775486231	0.24600844085216522

Shasta
  Districts
	County Supervisorial 1	19699	5288	8317	882	109	309	84	16	68	4626
	County Supervisorial 2	19975	4649	9244	877	80	255	77	20	54	4719
	County Supervisorial 3	20238	4419	9967	894	69	247	72	13	54	4503
	County Supervisorial 4	20861	4567	10170	929	65	232	74	32	64	4728
	County Supervisorial 5	21412	4613	10800	980	56	241	65	25	44	4588

	US Congressional 1	102185	23536	48498	4562	379	1284	372	106	284	23164

	State Senate 1	102185	23536	48498	4562	379	1284	372	106	284	23164

	State Assembly 1	102185	23536	48498	4562	379	1284	372	106	284	23164

	State Board of Equalization 1	102185	23536	48498	4562	379	1284	372	106	284	23164

  Cities
	Anderson	5192	1236	2188	277	15	71	21	12	15	1357
	Redding	50782	12372	23120	2182	227	701	177	43	150	11810
	Shasta Lake	5470	1349	2312	287	20	66	33	11	20	1372

	Unincorporated Area	40741	8579	20878	1816	117	446	141	40	99	8625
Shasta Totals		102185	23536	48498	4562	379	1284	372	106	284	23164
     Percent			0.23032735288143158	0.47460976243019104	0.044644515961408615	0.003708959324285388	0.01256544515490532	0.00364045612514019	0.0010373342083767056	0.0027792728506028652	0.22668689489364624

Sierra
  Districts
	County Supervisorial 1	483	144	172	32	9	14	2	1	6	103
	County Supervisorial 2	402	136	158	22	1	5	1	0	8	71
	County Supervisorial 3	475	136	204	29	2	6	1	1	8	88
	County Supervisorial 4	424	119	169	32	3	4	0	0	8	89
	County Supervisorial 5	343	67	163	24	3	3	0	0	2	81

	US Congressional 1	2127	602	866	139	18	32	4	2	32	432

	State Senate 1	2127	602	866	139	18	32	4	2	32	432

	State Assembly 1	2127	602	866	139	18	32	4	2	32	432

	State Board of Equalization 1	2127	602	866	139	18	32	4	2	32	432

  Cities
	Loyalton	434	122	171	34	3	4	0	0	8	92

	Unincorporated Area	1693	480	695	105	15	28	4	2	24	340
Sierra Totals		2127	602	866	139	18	32	4	2	32	432
     Percent			0.2830277383327484	0.4071462154388428	0.0653502568602562	0.008462623693048954	0.015044664032757282	0.0018805830040946603	0.0009402915020473301	0.015044664032757282	0.2031029611825943

Siskiyou
  Districts
	County Supervisorial 1	4652	1140	2139	252	20	46	30	25	10	990
	County Supervisorial 2	5931	2416	1588	257	68	90	29	37	20	1426
	County Supervisorial 3	6007	1963	2096	319	35	65	32	32	22	1443
	County Supervisorial 4	5666	1389	2517	288	32	71	24	46	14	1285
	County Supervisorial 5	5328	1283	2414	268	32	86	27	18	12	1188

	US Congressional 1	27584	8191	10754	1384	187	358	142	158	78	6332

	State Senate 1	27584	8191	10754	1384	187	358	142	158	78	6332

	State Assembly 1	27584	8191	10754	1384	187	358	142	158	78	6332

	State Board of Equalization 1	27584	8191	10754	1384	187	358	142	158	78	6332

  Cities
	Dorris	357	88	163	19	0	2	3	2	4	76
	Dunsmuir	1021	403	246	50	16	21	9	9	2	265
	Etna	411	109	192	20	2	3	2	2	2	79
	Fort Jones	398	98	172	20	3	6	3	1	0	95
	Montague	798	153	375	46	4	10	6	4	1	199
	Mt. Shasta	2263	992	524	93	25	34	6	17	9	563
	Tulelake	251	54	115	11	0	0	2	1	0	68
	Weed	1377	525	331	79	11	22	14	12	9	374
	Yreka	4384	1184	1786	234	27	56	21	38	13	1025

	Unincorporated Area	16324	4585	6850	812	99	204	76	72	38	3588
Siskiyou Totals		27584	8191	10754	1384	187	358	142	158	78	6332
     Percent			0.29694750905036926	0.3898636996746063	0.050174012780189514	0.00677929213270545	0.012978537939488888	0.005147911608219147	0.005727958399802446	0.0028277263045310974	0.22955337166786194

Solano
  Districts
	County Supervisorial 1	46441	26403	5401	1178	218	277	260	314	304	12086
	County Supervisorial 2	53194	26927	9647	1645	243	439	186	261	352	13494
	County Supervisorial 3	42796	20303	8334	1416	143	376	220	243	292	11469
	County Supervisorial 4	44957	16289	14526	1738	150	537	141	181	286	11109
	County Supervisorial 5	53392	22007	14733	1900	158	524	168	298	343	13261

	US Congressional 3	154113	64492	40334	5471	486	1546	571	777	1008	39428
	US Congressional 5	86667	47437	12307	2406	426	607	404	520	569	21991

	State Senate 3	240780	111929	52641	7877	912	2153	975	1297	1577	61419

	State Assembly 4	18766	6405	6830	679	57	209	45	85	110	4346
	State Assembly 11	135336	58082	33499	4792	429	1337	526	692	898	35081
	State Assembly 14	86678	47442	12312	2406	426	607	404	520	569	21992

	State Board of Equalization 2	240780	111929	52641	7877	912	2153	975	1297	1577	61419

  Cities
	Benicia	19502	9549	4183	649	90	173	43	67	119	4629
	Dixon	10627	3979	3393	364	30	113	36	45	52	2615
	Fairfield	57800	27050	11706	1863	182	487	263	294	387	15568
	Rio Vista	6809	2917	2068	303	18	57	16	30	45	1355
	Suisun City	15688	7812	2696	479	42	145	66	101	94	4253
	Vacaville	52799	19613	16152	2076	174	631	167	261	356	13369
	Vallejo	65585	36994	7935	1713	326	418	352	431	437	16979

	Unincorporated Area	11970	4015	4508	430	50	129	32	68	87	2651
Solano Totals		240780	111929	52641	7877	912	2153	975	1297	1577	61419
     Percent			0.46486005187034607	0.2186269611120224	0.03271451219916344	0.0037876900751143694	0.008941772393882275	0.004049339797347784	0.005386659875512123	0.006549547426402569	0.25508347153663635

Sonoma
  Districts
	County Supervisorial 1	60217	32055	11914	1725	437	501	122	278	270	12915
	County Supervisorial 2	59400	31370	10915	1729	518	535	147	332	285	13569
	County Supervisorial 3	48416	26093	7518	1370	454	520	188	394	268	11611
	County Supervisorial 4	53605	26784	11521	1589	369	542	157	314	216	12113
	County Supervisorial 5	54796	31536	7432	1314	823	505	223	380	253	12330

	US Congressional 2	116135	62807	20965	3127	1264	1069	329	622	525	25427
	US Congressional 5	160299	85031	28335	4600	1337	1534	508	1076	767	37111

	State Senate 2	194162	104561	34305	5221	1965	1880	628	1212	889	43501
	State Senate 3	82272	43277	14995	2506	636	723	209	486	403	19037

	State Assembly 2	116686	61874	22249	3168	1077	1114	319	679	519	25687
	State Assembly 4	37531	19474	6810	1122	292	369	122	252	195	8895
	State Assembly 10	122217	66490	20241	3437	1232	1120	396	767	578	27956

	State Board of Equalization 2	276434	147838	49300	7727	2601	2603	837	1698	1292	62538

  Cities
	Cloverdale	4705	2393	983	134	36	46	20	23	16	1054
	Cotati	4452	2432	709	130	62	51	13	21	17	1017
	Healdsburg	6845	3739	1203	180	59	77	16	36	25	1510
	Petaluma	36004	19595	6102	1041	262	298	81	202	178	8245
	Rohnert Park	22285	11231	4154	686	157	230	67	167	121	5472
	Santa Rosa	92238	49953	15301	2518	770	889	297	666	439	21405
	Sebastopol	5224	3400	502	98	96	39	28	24	25	1012
	Sonoma	7079	3812	1291	228	37	52	18	31	30	1580
	Windsor	15414	7457	3509	464	90	158	43	87	65	3541

	Unincorporated Area	82188	43826	15546	2248	1032	763	254	441	376	17702
Sonoma Totals		276434	147838	49300	7727	2601	2603	837	1698	1292	62538
     Percent			0.5348039865493774	0.17834274470806122	0.027952423319220543	0.009409117512404919	0.009416352957487106	0.0030278475023806095	0.0061425152234733105	0.004673810210078955	0.22623121738433838

Stanislaus
  Districts
	County Supervisorial 1	56616	18182	23055	2093	135	520	187	326	511	11607
	County Supervisorial 2	52789	17246	20910	1794	145	499	197	289	419	11290
	County Supervisorial 3	48478	20037	14848	1558	132	404	240	320	447	10492
	County Supervisorial 4	57178	21795	20209	2018	167	550	249	306	529	11355
	County Supervisorial 5	45689	20885	12038	1357	119	335	249	301	387	10018

	US Congressional 10	260750	98145	91060	8820	698	2308	1122	1542	2293	54762

	State Senate 5	123027	47219	42210	4283	333	1142	491	714	1136	25499
	State Senate 8	77593	23604	32793	2790	210	732	275	413	641	16135
	State Senate 12	60130	27322	16057	1747	155	434	356	415	516	13128

	State Assembly 12	167108	57306	63855	5894	431	1561	574	937	1494	35056
	State Assembly 21	93642	40839	27205	2926	267	747	548	605	799	19706

	State Board of Equalization 1	260750	98145	91060	8820	698	2308	1122	1542	2293	54762

  Cities
	Ceres	21442	9855	5810	609	54	151	107	132	174	4550
	Hughson	3776	1162	1648	128	5	47	15	12	26	733
	Modesto	106949	42708	35235	3647	295	978	467	606	1011	22002
	Newman	4745	1981	1259	166	11	37	27	28	68	1168
	Oakdale	12072	3244	5414	557	33	150	38	67	122	2447
	Patterson	9971	5021	2054	304	24	77	54	72	73	2292
	Riverbank	11365	4292	3699	391	21	107	48	83	99	2625
	Turlock	35754	12343	13072	1209	109	328	136	203	308	8046
	Waterford	4063	1120	1736	150	10	16	21	25	29	956

	Unincorporated Area	50613	16419	21133	1659	136	417	209	314	383	9943
Stanislaus Totals		260750	98145	91060	8820	698	2308	1122	1542	2293	54762
     Percent			0.37639501690864563	0.34922340512275696	0.033825501799583435	0.0026768934912979603	0.008851390331983566	0.004302971996366978	0.005913710221648216	0.008793863467872143	0.21001726388931274

Sutter
  Districts
	County Supervisorial 1	9635	3114	3695	335	23	77	37	53	302	1999
	County Supervisorial 2	7059	2192	2430	313	26	87	47	41	278	1645
	County Supervisorial 3	11200	2810	5394	394	17	93	26	62	303	2101
	County Supervisorial 4	10069	3484	3204	329	21	86	39	114	285	2507
	County Supervisorial 5	9701	2692	4156	383	15	108	37	68	251	1991

	US Congressional 3	47664	14292	18879	1754	102	451	186	338	1419	10243

	State Senate 4	47664	14292	18879	1754	102	451	186	338	1419	10243

	State Assembly 3	47664	14292	18879	1754	102	451	186	338	1419	10243

	State Board of Equalization 1	47664	14292	18879	1754	102	451	186	338	1419	10243

  Cities
	Live Oak	3697	1478	1054	115	13	27	18	25	123	844
	Yuba City	32466	10327	11729	1233	69	297	132	267	1043	7369

	Unincorporated Area	11501	2487	6096	406	20	127	36	46	253	2030
Sutter Totals		47664	14292	18879	1754	102	451	186	338	1419	10243
     Percent			0.2998489439487457	0.39608508348464966	0.03679926320910454	0.002139979973435402	0.009462067857384682	0.003902316326275468	0.007091305684298277	0.029770895838737488	0.21490013599395752

Tehama
  Districts
	County Supervisorial 1	7816	1742	3750	392	15	99	30	3	21	1764
	County Supervisorial 2	6743	1629	2910	378	16	93	30	4	20	1663
	County Supervisorial 3	7747	1743	3584	429	21	95	25	4	18	1828
	County Supervisorial 4	5978	1720	2330	301	14	61	26	5	15	1506
	County Supervisorial 5	6234	1691	2611	295	22	69	32	4	21	1489

	US Congressional 1	34518	8525	15185	1795	88	417	143	20	95	8250

	State Senate 4	34518	8525	15185	1795	88	417	143	20	95	8250

	State Assembly 3	34518	8525	15185	1795	88	417	143	20	95	8250

	State Board of Equalization 2	34518	8525	15185	1795	88	417	143	20	95	8250

  Cities
	Corning	3090	1014	999	137	5	25	19	4	8	879
	Red Bluff	7147	1957	2605	423	17	103	36	6	18	1982
	Tehama	235	77	80	17	0	2	0	0	0	59

	Unincorporated Area	24046	5477	11501	1218	66	287	88	10	69	5330
Tehama Totals		34518	8525	15185	1795	88	417	143	20	95	8250
     Percent			0.24697259068489075	0.43991541862487793	0.05200185254216194	0.0025493944995105267	0.012080653570592403	0.004142765887081623	0.0005794078460894525	0.0027521871961653233	0.23900572955608368

Trinity
  Districts
	County Supervisorial 1	1647	532	621	88	16	19	6	41	11	313
	County Supervisorial 2	1641	476	583	73	10	30	12	20	20	417
	County Supervisorial 3	1604	512	478	77	26	26	15	53	19	398
	County Supervisorial 4	1509	523	482	80	18	17	6	6	17	360
	County Supervisorial 5	1379	398	419	78	21	20	11	9	19	404

	US Congressional 2	7780	2441	2583	396	91	112	50	129	86	1892

	State Senate 2	7780	2441	2583	396	91	112	50	129	86	1892

	State Assembly 2	7780	2441	2583	396	91	112	50	129	86	1892

	State Board of Equalization 2	7780	2441	2583	396	91	112	50	129	86	1892

  Cities
	Unincorporated Area	7780	2441	2583	396	91	112	50	129	86	1892
Trinity Totals		7780	2441	2583	396	91	112	50	129	86	1892
     Percent			0.313753217458725	0.3320051431655884	0.05089974403381348	0.011696658097207546	0.014395887032151222	0.006426735315471888	0.0165809765458107	0.011053984984755516	0.24318766593933105

Tulare
  Districts
	County Supervisorial 1	37448	11620	14523	1366	112	323	157	305	161	8881
	County Supervisorial 2	34365	11223	12764	1192	85	280	151	296	120	8254
	County Supervisorial 3	45946	13472	19372	1703	155	526	174	387	164	9993
	County Supervisorial 4	30751	11071	10487	860	68	251	141	314	83	7476
	County Supervisorial 5	31902	10287	11461	1222	89	289	166	347	100	7941

	US Congressional 21	7582	3105	2016	236	18	48	46	86	22	2005
	US Congressional 22	136623	43295	52851	4746	382	1279	575	1203	490	31802
	US Congressional 23	36207	11273	13740	1361	109	342	168	360	116	8738

	State Senate 8	2579	798	1127	89	17	19	6	15	10	498
	State Senate 14	68606	24988	21614	2157	169	541	371	729	202	17835
	State Senate 16	109227	31887	45866	4097	323	1109	412	905	416	24212

	State Assembly 23	3527	994	1636	124	16	30	10	22	10	685
	State Assembly 26	176885	56679	66971	6219	493	1639	779	1627	618	41860

	State Board of Equalization 1	180412	57673	68607	6343	509	1669	789	1649	628	42545

  Cities
	Dinuba	7932	3341	2146	204	15	58	40	77	13	2038
	Exeter	4769	1240	2208	230	14	47	18	37	17	958
	Farmersville	3309	1322	710	104	10	25	22	35	19	1062
	Lindsay	3420	1473	680	93	11	26	25	35	5	1072
	Porterville	21109	7185	6913	805	61	201	119	223	67	5535
	Tulare	26378	8429	9953	956	64	225	112	225	95	6319
	Visalia	64849	19390	26499	2439	214	716	253	549	262	14527
	Woodlake	2355	1103	502	62	9	20	12	31	13	603

	Unincorporated Area	46291	14190	18996	1450	111	351	188	437	137	10431
Tulare Totals		180412	57673	68607	6343	509	1669	789	1649	628	42545
     Percent			0.3196738660335541	0.3802795708179474	0.035158414393663406	0.002821320202201605	0.009251047857105732	0.004373323172330856	0.009140190668404102	0.0034809214994311333	0.23582133650779724

Tuolumne
  Districts
	County Supervisorial 1	6301	2091	2414	253	41	78	28	1	14	1381
	County Supervisorial 2	6409	1795	2744	254	27	92	23	1	9	1464
	County Supervisorial 3	6361	1813	2715	317	29	91	25	3	14	1354
	County Supervisorial 4	6481	1772	2952	297	34	80	16	1	11	1318
	County Supervisorial 5	6476	1889	2721	306	36	77	21	1	7	1418

	US Congressional 4	32028	9360	13546	1427	167	418	113	7	55	6935

	State Senate 8	32028	9360	13546	1427	167	418	113	7	55	6935

	State Assembly 5	32028	9360	13546	1427	167	418	113	7	55	6935

	State Board of Equalization 1	32028	9360	13546	1427	167	418	113	7	55	6935

  Cities
	Sonora	2543	907	815	117	20	40	16	1	4	623

	Unincorporated Area	29485	8453	12731	1310	147	378	97	6	51	6312
Tuolumne Totals		32028	9360	13546	1427	167	418	113	7	55	6935
     Percent			0.2922442853450775	0.4229424297809601	0.04455476626753807	0.005214187782257795	0.013051080517470837	0.0035281628370285034	0.00021855876548215747	0.001717247418127954	0.21652927994728088

Ventura
  Districts
	County Supervisorial 1	98792	43523	25081	3003	621	1014	347	925	1199	23079
	County Supervisorial 2	101031	35529	34973	2998	339	958	198	964	1268	23804
	County Supervisorial 3	88429	36369	25719	2545	294	755	326	1067	992	20362
	County Supervisorial 4	98542	32154	36683	3042	303	999	245	1058	1107	22951
	County Supervisorial 5	70037	38383	10891	1479	251	455	411	1089	575	16503

	US Congressional 24	5600	2468	1298	187	58	84	28	39	84	1354
	US Congressional 25	70871	22270	27182	2210	216	707	171	802	776	16537
	US Congressional 26	378997	160710	104445	10622	1531	3377	1326	4243	4266	88477
	US Congressional 30	1363	510	422	48	3	13	2	19	15	331

	State Senate 19	260546	119438	62807	7139	1191	2265	1100	3119	2816	60671
	State Senate 27	196285	66520	70540	5928	617	1916	427	1984	2325	46028

	State Assembly 37	138331	61322	35031	4065	779	1338	520	1410	1597	32269
	State Assembly 38	76064	24107	28830	2379	232	777	193	864	842	17840
	State Assembly 44	241073	100019	69064	6575	794	2053	812	2810	2687	56259
	State Assembly 45	1363	510	422	48	3	13	2	19	15	331

	State Board of Equalization 3	456831	185958	133347	13067	1808	4181	1527	5103	5141	106699

  Cities
	Camarillo	43379	14792	15820	1402	128	386	92	467	530	9762
	Fillmore	7255	3268	1666	194	25	58	51	98	71	1824
	Moorpark	21428	7724	7407	636	69	209	46	175	253	4909
	Ojai	4999	2495	1061	116	46	43	5	45	91	1097
	Oxnard	83882	45691	12900	1802	296	555	488	1271	697	20182
	Port Hueneme	9826	4831	1920	288	27	93	53	141	121	2352
	San Buenaventura	65981	28384	17598	2061	380	700	215	551	820	15272
	Santa Paula	12676	6473	2465	288	52	87	56	144	124	2987
	Simi Valley	73983	23444	28065	2318	222	748	185	846	806	17349
	Thousand Oaks	79079	27689	27462	2363	262	710	156	741	1003	18693

	Unincorporated Area	54343	21167	16983	1599	301	592	180	624	625	12272
Ventura Totals		456831	185958	133347	13067	1808	4181	1527	5103	5141	106699
     Percent			0.40706080198287964	0.29189568758010864	0.028603576123714447	0.0039576999843120575	0.009152181446552277	0.003342592855915427	0.011170432902872562	0.011253614909946918	0.2335633933544159

Yolo
  Districts
	County Supervisorial 1	24576	10589	5494	975	108	226	158	139	112	6775
	County Supervisorial 2	21874	12426	2639	467	234	190	61	105	95	5657
	County Supervisorial 3	23017	9461	6267	812	98	220	119	117	92	5831
	County Supervisorial 4	24977	14057	3175	556	219	229	33	112	88	6508
	County Supervisorial 5	20336	8756	5009	679	100	230	110	125	65	5262

	US Congressional 3	86762	43193	16559	2394	630	850	284	426	317	22109
	US Congressional 6	28018	12096	6025	1095	129	245	197	172	135	7924

	State Senate 3	86762	43193	16559	2394	630	850	284	426	317	22109
	State Senate 6	28018	12096	6025	1095	129	245	197	172	135	7924

	State Assembly 4	86762	43193	16559	2394	630	850	284	426	317	22109
	State Assembly 7	28018	12096	6025	1095	129	245	197	172	135	7924

	State Board of Equalization 2	114780	55289	22584	3489	759	1095	481	598	452	30033

  Cities
	Davis	38913	22789	4193	820	388	325	67	172	148	10011
	West Sacramento	28018	12096	6025	1095	129	245	197	172	135	7924
	Winters	3883	1682	914	117	32	44	17	23	17	1037
	Woodland	31558	13817	7723	1092	138	338	153	165	101	8031

	Unincorporated Area	12408	4905	3729	365	72	143	47	66	51	3030
Yolo Totals		114780	55289	22584	3489	759	1095	481	598	452	30033
     Percent			0.48169541358947754	0.19675901532173157	0.030397281050682068	0.006612650118768215	0.00953998975455761	0.004190625622868538	0.005209967028349638	0.003937968518584967	0.26165708899497986

Yuba
  Districts
	County Supervisorial 1	6490	1942	1917	354	28	86	60	87	25	1991
	County Supervisorial 2	6609	1981	2190	357	21	73	63	88	35	1801
	County Supervisorial 3	6020	1856	1841	337	25	66	44	52	29	1770
	County Supervisorial 4	7808	2044	3259	383	18	136	29	58	30	1851
	County Supervisorial 5	8901	2027	4081	447	60	118	31	62	31	2044

	US Congressional 3	35828	9850	13288	1878	152	479	227	347	150	9457

	State Senate 4	35828	9850	13288	1878	152	479	227	347	150	9457

	State Assembly 3	35828	9850	13288	1878	152	479	227	347	150	9457

	State Board of Equalization 1	35828	9850	13288	1878	152	479	227	347	150	9457

  Cities
	Marysville	5644	1689	1960	300	21	61	46	70	30	1467
	Wheatland	1845	412	832	96	7	38	7	14	10	429

	Unincorporated Area	28339	7749	10496	1482	124	380	174	263	110	7561
Yuba Totals		35828	9850	13288	1878	152	479	227	347	150	9457
     Percent			0.274924635887146	0.37088310718536377	0.052417103201150894	0.0042424919083714485	0.013369431719183922	0.006335826590657234	0.009685162454843521	0.004186669830232859	0.26395556330680847


Incorporated Total		16960133	7787966	3735432	480405	72393	140648	78988	86335	98200	4479766
Unincorporated Total		3468137	1321973	1107171	119815	17371	35417	15028	16549	22808	812005
State Total		20428270	9109939	4842603	600220	89764	176065	94016	102884	121008	5291771
