Page: 1 of 16||||||||43754.7371134722

||City and County of San Francisco␤November 5, 2019, Consolidated Municipal Election␤Statement of the Vote

Precinct|Registered␤Voters||Cards Cast||Voters Cast|% Turnout
PCT 7323/7319|0.0|0.0||0.0|PCT 7323/7319|0.0||0.0||0.0
PCT 7325/7324|0.0|0.0||0.0|PCT 7325/7324|0.0||0.0||0.0
PCT 7326/7337|0.0|0.0||0.0|PCT 7326/7337|0.0||0.0||0.0
PCT 7327|0.0|0.0||0.0|PCT 7327|0.0||0.0||0.0
PCT 7328|0.0|0.0||0.0|PCT 7328|0.0||0.0||0.0
PCT 7329|0.0|0.0||0.0|PCT 7329|0.0||0.0||0.0
PCT 7331|0.0|0.0||0.0|PCT 7331|0.0||0.0||0.0
PCT 7332/7334|0.0|0.0||0.0|PCT 7332/7334|6.0|100.00%|0.0|0.00%|6.0
PCT 7333/7335|0.0|0.0||0.0|PCT 7333/7335|0.0||0.0||0.0
PCT 7336/7345|0.0|0.0||0.0|PCT 7336/7345|0.0||0.0||0.0
PCT 7338/7349|0.0|0.0||0.0|PCT 7338/7349|0.0||0.0||0.0
PCT 7339/7341|0.0|0.0||0.0|PCT 7339/7341|0.0||0.0||0.0
PCT 7342|0.0|0.0||0.0|PCT 7342|0.0||0.0||0.0
PCT 7343|0.0|0.0||0.0|PCT 7343|0.0||0.0||0.0
PCT 7344|0.0|0.0||0.0|PCT 7344|0.0||0.0||0.0
PCT 7346|0.0|0.0||0.0|PCT 7346|0.0||0.0||0.0
PCT 7348/7347|0.0|0.0||0.0|PCT 7348/7347|0.0||0.0||0.0
PCT 7502|0.0|0.0||0.0|PCT 7502|0.0||0.0||0.0
PCT 7503|0.0|0.0||0.0|PCT 7503|0.0||0.0||0.0
PCT 7504/7501|0.0|0.0||0.0|PCT 7504/7501|0.0||0.0||0.0
PCT 7505|0.0|0.0||0.0|PCT 7505|0.0||0.0||0.0
PCT 7506/7507|0.0|0.0||0.0|PCT 7506/7507|0.0||0.0||0.0
PCT 7508|0.0|0.0||0.0|PCT 7508|0.0||0.0||0.0
PCT 7509/7511|0.0|0.0||0.0|PCT 7509/7511|0.0||0.0||0.0
PCT 7512|0.0|0.0||0.0|PCT 7512|0.0||0.0||0.0
PCT 7513|0.0|0.0||0.0|PCT 7513|0.0||0.0||0.0
PCT 7514|0.0|0.0||0.0|PCT 7514|0.0||0.0||0.0
PCT 7515|0.0|0.0||0.0|PCT 7515|0.0||0.0||0.0
PCT 7516|0.0|0.0||0.0|PCT 7516|0.0||0.0||0.0
PCT 7518/7517|0.0|0.0||0.0|PCT 7518/7517|0.0||0.0||0.0
PCT 7519|0.0|0.0||0.0|PCT 7519|0.0||0.0||0.0
PCT 7521|0.0|0.0||0.0|PCT 7521|0.0||0.0||0.0
PCT 7522/7523|0.0|0.0||0.0|PCT 7522/7523|0.0||0.0||0.0
PCT 7524|0.0|0.0||0.0|PCT 7524|0.0||0.0||0.0
PCT 7525|0.0|0.0||0.0|PCT 7525|0.0||0.0||0.0
PCT 7526|0.0|0.0||0.0|PCT 7526|6.0|100.00%|0.0|0.00%|6.0
PCT 7527/7528|0.0|0.0||0.0|PCT 7527/7528|6.0|100.00%|0.0|0.00%|6.0
PCT 7529|0.0|0.0||0.0|PCT 7529|6.0|100.00%|0.0|0.00%|6.0
PCT 7531|0.0|1.0||0.0|PCT 7531|7.0|77.78%|1.0|11.11%|8.0
PCT 7532|0.0|0.0||0.0|PCT 7532|6.0|100.00%|0.0|0.00%|6.0
PCT 7533|0.0|0.0||0.0|PCT 7533|6.0|100.00%|0.0|0.00%|6.0
PCT 7534|0.0|0.0||0.0|PCT 7534|6.0|100.00%|0.0|0.00%|6.0
PCT 7536/7535|0.0|0.0||0.0|PCT 7536/7535|6.0|100.00%|0.0|0.00%|6.0
PCT 7537/7538|0.0|0.0||0.0|PCT 7537/7538|6.0|100.00%|0.0|0.00%|6.0
PCT 7539|0.0|0.0||0.0|PCT 7539|6.0|100.00%|0.0|0.00%|6.0
PCT 7541|0.0|0.0||0.0|PCT 7541|6.0|100.00%|0.0|0.00%|6.0
PCT 7543/7542|0.0|0.0||0.0|PCT 7543/7542|6.0|100.00%|0.0|0.00%|6.0
PCT 7544|0.0|0.0||0.0|PCT 7544|6.0|100.00%|0.0|0.00%|6.0
PCT 7545|0.0|0.0||0.0|PCT 7545|0.0||0.0||0.0
PCT 7546/7547|0.0|0.0||0.0|PCT 7546/7547|0.0||0.0||0.0
PCT 7548|0.0|0.0||0.0|PCT 7548|0.0||0.0||0.0
PCT 7549|0.0|0.0||0.0|PCT 7549|0.0||0.0||0.0
PCT 7552|0.0|0.0||0.0|PCT 7552|0.0||0.0||0.0
PCT 7553 MB|0.0|0.0||0.0|PCT 7553 MB|0.0||0.0||0.0
PCT 7554|0.0|0.0||0.0|PCT 7554|0.0||0.0||0.0
PCT 7555/7551|0.0|0.0||0.0|PCT 7555/7551|0.0||0.0||0.0
PCT 7556/7557|0.0|0.0||0.0|PCT 7556/7557|0.0||0.0||0.0
PCT 7601|0.0|0.0||0.0|PCT 7601|0.0||0.0||0.0
PCT 7602/7603|0.0|0.0||0.0|PCT 7602/7603|0.0||0.0||0.0
PCT 7605/7609|0.0|0.0||0.0|PCT 7605/7609|0.0||0.0||0.0
PCT 7606|0.0|0.0||0.0|PCT 7606|0.0||0.0||0.0
PCT 7607|0.0|0.0||0.0|PCT 7607|0.0||0.0||0.0
PCT 7608/7604|0.0|0.0||0.0|PCT 7608/7604|0.0||0.0||0.0
PCT 7611|0.0|0.0||0.0|PCT 7611|0.0||0.0||0.0
PCT 7613/7612|0.0|0.0||0.0|PCT 7613/7612|0.0||0.0||0.0
PCT 7614|0.0|0.0||0.0|PCT 7614|0.0||0.0||0.0
PCT 7615|0.0|0.0||0.0|PCT 7615|0.0||0.0||0.0
PCT 7616/7654|0.0|0.0||0.0|PCT 7616/7654|0.0||0.0||0.0
PCT 7617|0.0|0.0||0.0|PCT 7617|0.0||0.0||0.0
PCT 7618|0.0|0.0||0.0|PCT 7618|0.0||0.0||0.0
PCT 7619|0.0|0.0||0.0|PCT 7619|0.0||0.0||0.0
PCT 7621|0.0|0.0||0.0|PCT 7621|0.0||0.0||0.0
PCT 7622|0.0|0.0||0.0|PCT 7622|0.0||0.0||0.0
PCT 7623|0.0|0.0||0.0|PCT 7623|6.0|100.00%|0.0|0.00%|6.0
PCT 7624|0.0|0.0||0.0|PCT 7624|0.0||0.0||0.0
PCT 7625|0.0|0.0||0.0|PCT 7625|6.0|100.00%|0.0|0.00%|6.0
PCT 7626|0.0|1.0||0.0|PCT 7626|7.0|77.78%|1.0|11.11%|8.0
PCT 7628|0.0|0.0||0.0|PCT 7628|6.0|100.00%|0.0|0.00%|6.0
PCT 7629|0.0|0.0||0.0|PCT 7629|6.0|100.00%|0.0|0.00%|6.0
PCT 7632|0.0|0.0||0.0|PCT 7632|6.0|100.00%|0.0|0.00%|6.0
PCT 7633/7631|0.0|0.0||0.0|PCT 7633/7631|6.0|100.00%|0.0|0.00%|6.0
PCT 7634|0.0|0.0||0.0|PCT 7634|6.0|100.00%|0.0|0.00%|6.0
PCT 7635|0.0|0.0||0.0|PCT 7635|6.0|100.00%|0.0|0.00%|6.0
PCT 7636|0.0|0.0||0.0|PCT 7636|6.0|100.00%|0.0|0.00%|6.0
PCT 7637|0.0|0.0||0.0|PCT 7637|6.0|100.00%|0.0|0.00%|6.0
PCT 7638/7656|0.0|0.0||0.0|PCT 7638/7656|6.0|100.00%|0.0|0.00%|6.0
PCT 7639/7641|0.0|0.0||0.0|PCT 7639/7641|6.0|100.00%|0.0|0.00%|6.0
PCT 7642|0.0|0.0||0.0|PCT 7642|6.0|100.00%|0.0|0.00%|6.0
PCT 7643|0.0|0.0||0.0|PCT 7643|0.0||0.0||0.0
PCT 7644|0.0|0.0||0.0|PCT 7644|6.0|100.00%|0.0|0.00%|6.0
PCT 7645|0.0|0.0||0.0|PCT 7645|6.0|100.00%|0.0|0.00%|6.0
PCT 7646|0.0|0.0||0.0|PCT 7646|6.0|100.00%|0.0|0.00%|6.0
PCT 7647|0.0|0.0||0.0|PCT 7647|6.0|100.00%|0.0|0.00%|6.0
PCT 7648 MB|0.0|0.0||0.0|PCT 7648 MB|0.0||0.0||0.0
PCT 7649|0.0|0.0||0.0|PCT 7649|6.0|100.00%|0.0|0.00%|6.0
PCT 7651|0.0|0.0||0.0|PCT 7651|6.0|100.00%|0.0|0.00%|6.0
PCT 7652|0.0|0.0||0.0|PCT 7652|6.0|100.00%|0.0|0.00%|6.0
PCT 7653/7657|0.0|0.0||0.0|PCT 7653/7657|6.0|100.00%|0.0|0.00%|6.0
PCT 7655/7627|0.0|0.0||0.0|PCT 7655/7627|0.0||0.0||0.0
PCT 7701|0.0|0.0||0.0|PCT 7701|0.0||0.0||0.0
PCT 7703 MB|0.0|0.0||0.0|PCT 7703 MB|0.0||0.0||0.0
PCT 7704/7702|0.0|0.0||0.0|PCT 7704/7702|6.0|100.00%|0.0|0.00%|6.0
PCT 7705|0.0|0.0||0.0|PCT 7705|6.0|100.00%|0.0|0.00%|6.0
PCT 7706|0.0|0.0||0.0|PCT 7706|0.0||0.0||0.0
PCT 7707|0.0|0.0||0.0|PCT 7707|0.0||0.0||0.0
PCT 7708|0.0|0.0||0.0|PCT 7708|0.0||0.0||0.0
PCT 7709|0.0|0.0||0.0|PCT 7709|0.0||0.0||0.0
PCT 7712/7711|0.0|0.0||0.0|PCT 7712/7711|0.0||0.0||0.0
PCT 7801|0.0|0.0||0.0|PCT 7801|0.0||0.0||0.0
PCT 7802|0.0|0.0||0.0|PCT 7802|0.0||0.0||0.0
PCT 7803|0.0|0.0||0.0|PCT 7803|0.0||0.0||0.0
PCT 7805/7804|0.0|0.0||0.0|PCT 7805/7804|0.0||0.0||0.0
PCT 7807|0.0|0.0||0.0|PCT 7807|0.0||0.0||0.0
PCT 7808/7806|0.0|0.0||0.0|PCT 7808/7806|0.0||0.0||0.0
PCT 7809|0.0|0.0||0.0|PCT 7809|0.0||0.0||0.0
PCT 7811|0.0|0.0||0.0|PCT 7811|0.0||0.0||0.0
PCT 7812|0.0|0.0||0.0|PCT 7812|6.0|100.00%|0.0|0.00%|6.0
PCT 7813|0.0|0.0||0.0|PCT 7813|0.0||0.0||0.0
PCT 7814|0.0|0.0||0.0|PCT 7814|0.0||0.0||0.0
PCT 7815/7816|0.0|0.0||0.0|PCT 7815/7816|0.0||0.0||0.0
PCT 7817/7818|0.0|0.0||0.0|PCT 7817/7818|0.0||0.0||0.0
PCT 7819/7827|0.0|0.0||0.0|PCT 7819/7827|6.0|100.00%|0.0|0.00%|6.0
PCT 7821|0.0|0.0||0.0|PCT 7821|6.0|100.00%|0.0|0.00%|6.0
PCT 7822/7823|0.0|0.0||0.0|PCT 7822/7823|0.0||0.0||0.0
PCT 7824/7825|0.0|1.0||0.0|PCT 7824/7825|7.0|77.78%|1.0|11.11%|8.0
PCT 7826|0.0|0.0||0.0|PCT 7826|6.0|100.00%|0.0|0.00%|6.0
PCT 7828|0.0|0.0||0.0|PCT 7828|6.0|100.00%|0.0|0.00%|6.0
PCT 7829|0.0|0.0||0.0|PCT 7829|6.0|100.00%|0.0|0.00%|6.0
PCT 7832|0.0|0.0||0.0|PCT 7832|6.0|100.00%|0.0|0.00%|6.0
PCT 7834/7833|0.0|0.0||0.0|PCT 7834/7833|0.0||0.0||0.0
PCT 7835|0.0|0.0||0.0|PCT 7835|0.0||0.0||0.0
PCT 7836|0.0|0.0||0.0|PCT 7836|0.0||0.0||0.0
PCT 7837/7838|0.0|0.0||0.0|PCT 7837/7838|0.0||0.0||0.0
PCT 7839/7831|0.0|0.0||0.0|PCT 7839/7831|0.0||0.0||0.0
PCT 7841/7842|0.0|0.0||0.0|PCT 7841/7842|0.0||0.0||0.0
PCT 7843|0.0|0.0||0.0|PCT 7843|0.0||0.0||0.0
PCT 7844|0.0|0.0||0.0|PCT 7844|0.0||0.0||0.0
PCT 7845|0.0|0.0||0.0|PCT 7845|0.0||0.0||0.0
PCT 7846|0.0|0.0||0.0|PCT 7846|0.0||0.0||0.0
PCT 7847/7848|0.0|0.0||0.0|PCT 7847/7848|0.0||0.0||0.0
PCT 7849|0.0|0.0||0.0|PCT 7849|0.0||0.0||0.0
PCT 7852/7851|0.0|0.0||0.0|PCT 7852/7851|0.0||0.0||0.0
PCT 7853/7859|0.0|0.0||0.0|PCT 7853/7859|0.0||0.0||0.0
PCT 7854|0.0|0.0||0.0|PCT 7854|0.0||0.0||0.0
PCT 7855/7856|0.0|0.0||0.0|PCT 7855/7856|0.0||0.0||0.0
PCT 7858/7857|0.0|0.0||0.0|PCT 7858/7857|0.0||0.0||0.0
PCT 7861|0.0|0.0||0.0|PCT 7861|0.0||0.0||0.0
PCT 7862|0.0|0.0||0.0|PCT 7862|0.0||0.0||0.0
PCT 7863|0.0|0.0||0.0|PCT 7863|0.0||0.0||0.0
PCT 7864|0.0|0.0||0.0|PCT 7864|0.0||0.0||0.0
PCT 7866|0.0|0.0||0.0|PCT 7866|0.0||0.0||0.0
PCT 7867|0.0|0.0||0.0|PCT 7867|0.0||0.0||0.0
PCT 7868|0.0|0.0||0.0|PCT 7868|0.0||0.0||0.0
PCT 7869|0.0|0.0||0.0|PCT 7869|0.0||0.0||0.0
PCT 7871|0.0|0.0||0.0|PCT 7871|0.0||0.0||0.0
PCT 7872|0.0|0.0||0.0|PCT 7872|0.0||0.0||0.0
PCT 7873/7865|0.0|0.0||0.0|PCT 7873/7865|0.0||0.0||0.0
PCT 7874|0.0|0.0||0.0|PCT 7874|0.0||0.0||0.0
PCT 7875|0.0|0.0||0.0|PCT 7875|0.0||0.0||0.0
PCT 7876|0.0|0.0||0.0|PCT 7876|0.0||0.0||0.0
PCT 7902/7904|0.0|0.0||0.0|PCT 7902/7904|0.0||0.0||0.0
PCT 7903|0.0|0.0||0.0|PCT 7903|0.0||0.0||0.0
PCT 7905|0.0|0.0||0.0|PCT 7905|0.0||0.0||0.0
PCT 7906|0.0|0.0||0.0|PCT 7906|6.0|100.00%|0.0|0.00%|6.0
PCT 7908/7907|0.0|0.0||0.0|PCT 7908/7907|0.0||0.0||0.0
PCT 7909|0.0|0.0||0.0|PCT 7909|6.0|100.00%|0.0|0.00%|6.0
PCT 7911|0.0|0.0||0.0|PCT 7911|6.0|100.00%|0.0|0.00%|6.0
PCT 7912/7913|0.0|0.0||0.0|PCT 7912/7913|6.0|100.00%|0.0|0.00%|6.0
PCT 7915/7914|0.0|0.0||0.0|PCT 7915/7914|6.0|100.00%|0.0|0.00%|6.0
PCT 7916|0.0|0.0||0.0|PCT 7916|0.0||0.0||0.0
PCT 7917/7919|0.0|0.0||0.0|PCT 7917/7919|0.0||0.0||0.0
PCT 7918|0.0|0.0||0.0|PCT 7918|0.0||0.0||0.0
PCT 7921/7922|0.0|0.0||0.0|PCT 7921/7922|0.0||0.0||0.0
PCT 7923/7924|0.0|0.0||0.0|PCT 7923/7924|0.0||0.0||0.0
PCT 7925|0.0|0.0||0.0|PCT 7925|0.0||0.0||0.0
PCT 7926|0.0|0.0||0.0|PCT 7926|0.0||0.0||0.0
PCT 7928/7927|0.0|0.0||0.0|PCT 7928/7927|0.0||0.0||0.0
PCT 7929|0.0|0.0||0.0|PCT 7929|0.0||0.0||0.0
PCT 7931|0.0|0.0||0.0|PCT 7931|0.0||0.0||0.0
PCT 7932|0.0|0.0||0.0|PCT 7932|0.0||0.0||0.0
PCT 7933 MB|0.0|0.0||0.0|PCT 7933 MB|0.0||0.0||0.0
PCT 7934|0.0|0.0||0.0|PCT 7934|0.0||0.0||0.0
PCT 7935|0.0|0.0||0.0|PCT 7935|0.0||0.0||0.0
PCT 7936/7939|0.0|0.0||0.0|PCT 7936/7939|0.0||0.0||0.0
PCT 7937|0.0|0.0||0.0|PCT 7937|0.0||0.0||0.0
PCT 7938|0.0|0.0||0.0|PCT 7938|0.0||0.0||0.0
PCT 7941|0.0|0.0||0.0|PCT 7941|0.0||0.0||0.0
PCT 7942|0.0|0.0||0.0|PCT 7942|0.0||0.0||0.0
PCT 7943/7944|0.0|0.0||0.0|PCT 7943/7944|6.0|100.00%|0.0|0.00%|6.0
PCT 7945|0.0|0.0||0.0|PCT 7945|6.0|100.00%|0.0|0.00%|6.0
PCT 7946/7949|0.0|0.0||0.0|PCT 7946/7949|6.0|100.00%|0.0|0.00%|6.0
PCT 7947|0.0|0.0||0.0|PCT 7947|6.0|100.00%|0.0|0.00%|6.0
PCT 7948|0.0|0.0||0.0|PCT 7948|6.0|100.00%|0.0|0.00%|6.0
PCT 7951/7955|0.0|0.0||0.0|PCT 7951/7955|6.0|100.00%|0.0|0.00%|6.0
PCT 7953|0.0|0.0||0.0|PCT 7953|6.0|100.00%|0.0|0.00%|6.0
PCT 7954 MB|0.0|0.0||0.0|PCT 7954 MB|0.0||0.0||0.0
PCT 7956/7952|0.0|0.0||0.0|PCT 7956/7952|0.0||0.0||0.0
PCT 7957|0.0|0.0||0.0|PCT 7957|0.0||0.0||0.0
PCT 7958 MB|0.0|0.0||0.0|PCT 7958 MB|0.0||0.0||0.0
PCT 7959/7901|0.0|0.0||0.0|PCT 7959/7901|0.0||0.0||0.0
PCT 9001 MB|0.0|0.0||0.0|PCT 9001 MB|0.0||0.0||0.0
PCT 9103|0.0|0.0||0.0|PCT 9103|0.0||0.0||0.0
PCT 9104|0.0|0.0||0.0|PCT 9104|0.0||0.0||0.0
PCT 9105/9107|0.0|0.0||0.0|PCT 9105/9107|0.0||0.0||0.0
PCT 9106|0.0|0.0||0.0|PCT 9106|0.0||0.0||0.0
PCT 9109/9108|0.0|0.0||0.0|PCT 9109/9108|0.0||0.0||0.0
PCT 9111|0.0|0.0||0.0|PCT 9111|0.0||0.0||0.0
PCT 9113|0.0|0.0||0.0|PCT 9113|0.0||0.0||0.0
PCT 9114/9112|0.0|0.0||0.0|PCT 9114/9112|0.0||0.0||0.0
PCT 9116/9115|0.0|0.0||0.0|PCT 9116/9115|0.0||0.0||0.0
PCT 9117/9101|0.0|0.0||0.0|PCT 9117/9101|0.0||0.0||0.0
PCT 9118/9102|0.0|0.0||0.0|PCT 9118/9102|6.0|100.00%|0.0|0.00%|6.0
PCT 9119|0.0|0.0||0.0|PCT 9119|6.0|100.00%|0.0|0.00%|6.0
PCT 9122/9121|0.0|0.0||0.0|PCT 9122/9121|6.0|100.00%|0.0|0.00%|6.0
PCT 9124/9142|0.0|0.0||0.0|PCT 9124/9142|6.0|100.00%|0.0|0.00%|6.0
PCT 9125|0.0|0.0||0.0|PCT 9125|0.0||0.0||0.0
PCT 9127/9126|0.0|0.0||0.0|PCT 9127/9126|6.0|100.00%|0.0|0.00%|6.0
PCT 9128|0.0|0.0||0.0|PCT 9128|6.0|100.00%|0.0|0.00%|6.0
PCT 9129/9131|0.0|0.0||0.0|PCT 9129/9131|6.0|100.00%|0.0|0.00%|6.0
PCT 9132|0.0|0.0||0.0|PCT 9132|6.0|100.00%|0.0|0.00%|6.0
PCT 9133/9148|0.0|0.0||0.0|PCT 9133/9148|6.0|100.00%|0.0|0.00%|6.0
PCT 9134|0.0|0.0||0.0|PCT 9134|6.0|100.00%|0.0|0.00%|6.0
PCT 9135|0.0|0.0||0.0|PCT 9135|6.0|100.00%|0.0|0.00%|6.0
PCT 9136|0.0|0.0||0.0|PCT 9136|6.0|100.00%|0.0|0.00%|6.0
PCT 9137|0.0|0.0||0.0|PCT 9137|0.0||0.0||0.0
PCT 9138|0.0|0.0||0.0|PCT 9138|0.0||0.0||0.0
PCT 9139|0.0|0.0||0.0|PCT 9139|0.0||0.0||0.0
PCT 9141/9123|0.0|0.0||0.0|PCT 9141/9123|0.0||0.0||0.0
PCT 9143|0.0|0.0||0.0|PCT 9143|0.0||0.0||0.0
PCT 9144|0.0|0.0||0.0|PCT 9144|0.0||0.0||0.0
PCT 9145|0.0|0.0||0.0|PCT 9145|0.0||0.0||0.0
PCT 9146/9147|0.0|0.0||0.0|PCT 9146/9147|0.0||0.0||0.0
PCT 9149|0.0|0.0||0.0|PCT 9149|0.0||0.0||0.0
PCT 9152/9151|0.0|0.0||0.0|PCT 9152/9151|0.0||0.0||0.0
PCT 9201|0.0|0.0||0.0|PCT 9201|0.0||0.0||0.0
PCT 9202|0.0|0.0||0.0|PCT 9202|0.0||0.0||0.0
PCT 9203|0.0|0.0||0.0|PCT 9203|0.0||0.0||0.0
PCT 9204|0.0|0.0||0.0|PCT 9204|6.0|100.00%|0.0|0.00%|6.0
PCT 9205/9212|0.0|0.0||0.0|PCT 9205/9212|6.0|100.00%|0.0|0.00%|6.0
PCT 9208/9207|0.0|0.0||0.0|PCT 9208/9207|6.0|100.00%|0.0|0.00%|6.0
PCT 9209|0.0|0.0||0.0|PCT 9209|6.0|100.00%|0.0|0.00%|6.0
PCT 9211/9206|0.0|0.0||0.0|PCT 9211/9206|6.0|100.00%|0.0|0.00%|6.0
PCT 9213|0.0|0.0||0.0|PCT 9213|6.0|100.00%|0.0|0.00%|6.0
PCT 9214|0.0|0.0||0.0|PCT 9214|6.0|100.00%|0.0|0.00%|6.0
PCT 9215|0.0|0.0||0.0|PCT 9215|6.0|100.00%|0.0|0.00%|6.0
PCT 9216|0.0|0.0||0.0|PCT 9216|6.0|100.00%|0.0|0.00%|6.0
PCT 9217|0.0|0.0||0.0|PCT 9217|6.0|100.00%|0.0|0.00%|6.0
PCT 9218|0.0|0.0||0.0|PCT 9218|6.0|100.00%|0.0|0.00%|6.0
PCT 9219/9225|0.0|0.0||0.0|PCT 9219/9225|6.0|100.00%|0.0|0.00%|6.0
PCT 9221|0.0|0.0||0.0|PCT 9221|6.0|100.00%|0.0|0.00%|6.0
PCT 9222|0.0|0.0||0.0|PCT 9222|0.0||0.0||0.0
PCT 9223|0.0|0.0||0.0|PCT 9223|0.0||0.0||0.0
PCT 9224|0.0|0.0||0.0|PCT 9224|0.0||0.0||0.0
PCT 9226|0.0|0.0||0.0|PCT 9226|0.0||0.0||0.0
PCT 9227|0.0|0.0||0.0|PCT 9227|0.0||0.0||0.0
PCT 9228|0.0|0.0||0.0|PCT 9228|0.0||0.0||0.0
PCT 9229|0.0|0.0||0.0|PCT 9229|0.0||0.0||0.0
PCT 9231|0.0|0.0||0.0|PCT 9231|0.0||0.0||0.0
PCT 9232|0.0|0.0||0.0|PCT 9232|0.0||0.0||0.0
PCT 9233|0.0|0.0||0.0|PCT 9233|0.0||0.0||0.0
PCT 9234|0.0|0.0||0.0|PCT 9234|0.0||0.0||0.0
PCT 9235/9243|0.0|0.0||0.0|PCT 9235/9243|0.0||0.0||0.0
PCT 9236|0.0|0.0||0.0|PCT 9236|0.0||0.0||0.0
PCT 9237|0.0|0.0||0.0|PCT 9237|0.0||0.0||0.0
PCT 9238/9246|0.0|0.0||0.0|PCT 9238/9246|0.0||0.0||0.0
PCT 9239|0.0|0.0||0.0|PCT 9239|0.0||0.0||0.0
PCT 9241|0.0|0.0||0.0|PCT 9241|0.0||0.0||0.0
PCT 9242/9247|0.0|0.0||0.0|PCT 9242/9247|0.0||0.0||0.0
PCT 9244|0.0|0.0||0.0|PCT 9244|0.0||0.0||0.0
PCT 9245/7206|0.0|0.0||0.0|PCT 9245/7206|0.0||0.0||0.0
PCT 9248|0.0|0.0||0.0|PCT 9248|0.0||0.0||0.0
PCT 9251/9249|0.0|0.0||0.0|PCT 9251/9249|0.0||0.0||0.0
PCT 9252|0.0|0.0||0.0|PCT 9252|0.0||0.0||0.0
PCT 9253|0.0|0.0||0.0|PCT 9253|0.0||0.0||0.0
PCT 9255/9258|0.0|0.0||0.0|PCT 9255/9258|0.0||0.0||0.0
PCT 9256/9254|0.0|0.0||0.0|PCT 9256/9254|0.0||0.0||0.0
PCT 9257 MB|0.0|0.0||0.0|PCT 9257 MB|0.0||0.0||0.0
PCT 9401|0.0|0.0||0.0|PCT 9401|0.0||0.0||0.0
PCT 9402|0.0|0.0||0.0|PCT 9402|0.0||0.0||0.0
PCT 9404/9403|0.0|0.0||0.0|PCT 9404/9403|0.0||0.0||0.0
PCT 9405|0.0|0.0||0.0|PCT 9405|0.0||0.0||0.0
PCT 9406|0.0|0.0||0.0|PCT 9406|0.0||0.0||0.0
PCT 9407|0.0|0.0||0.0|PCT 9407|0.0||0.0||0.0
PCT 9408|0.0|0.0||0.0|PCT 9408|0.0||0.0||0.0
PCT 9409|0.0|0.0||0.0|PCT 9409|0.0||0.0||0.0
PCT 9411/9412|0.0|0.0||0.0|PCT 9411/9412|0.0||0.0||0.0
PCT 9413|0.0|0.0||0.0|PCT 9413|0.0||0.0||0.0
PCT 9415|0.0|0.0||0.0|PCT 9415|0.0||0.0||0.0
PCT 9416|0.0|0.0||0.0|PCT 9416|6.0|100.00%|0.0|0.00%|6.0
PCT 9418/9417|0.0|0.0||0.0|PCT 9418/9417|6.0|100.00%|0.0|0.00%|6.0
PCT 9419/9414|0.0|0.0||0.0|PCT 9419/9414|0.0||0.0||0.0
PCT 9421|0.0|0.0||0.0|PCT 9421|0.0||0.0||0.0
PCT 9422|0.0|0.0||0.0|PCT 9422|0.0||0.0||0.0
PCT 9423|0.0|0.0||0.0|PCT 9423|0.0||0.0||0.0
PCT 9424/9425|0.0|0.0||0.0|PCT 9424/9425|0.0||0.0||0.0
PCT 9426|0.0|0.0||0.0|PCT 9426|0.0||0.0||0.0
PCT 9427|0.0|0.0||0.0|PCT 9427|0.0||0.0||0.0
PCT 9431/9429|0.0|0.0||0.0|PCT 9431/9429|0.0||0.0||0.0
PCT 9432|0.0|0.0||0.0|PCT 9432|0.0||0.0||0.0
PCT 9433/9428|0.0|0.0||0.0|PCT 9433/9428|0.0||0.0||0.0
PCT 9434|0.0|0.0||0.0|PCT 9434|0.0||0.0||0.0
PCT 9436|0.0|0.0||0.0|PCT 9436|0.0||0.0||0.0
PCT 9437|0.0|0.0||0.0|PCT 9437|0.0||0.0||0.0
PCT 9439/9438|0.0|0.0||0.0|PCT 9439/9438|0.0||0.0||0.0
PCT 9441|0.0|0.0||0.0|PCT 9441|0.0||0.0||0.0
PCT 9442/9435|0.0|0.0||0.0|PCT 9442/9435|0.0||0.0||0.0
PCT 9443/9444|0.0|0.0||0.0|PCT 9443/9444|0.0||0.0||0.0
PCT 9445|0.0|0.0||0.0|PCT 9445|0.0||0.0||0.0
PCT 9446/9452|0.0|0.0||0.0|PCT 9446/9452|0.0||0.0||0.0
PCT 9447|0.0|0.0||0.0|PCT 9447|0.0||0.0||0.0
PCT 9448|0.0|0.0||0.0|PCT 9448|0.0||0.0||0.0
PCT 9449|0.0|0.0||0.0|PCT 9449|0.0||0.0||0.0
PCT 9451|0.0|0.0||0.0|PCT 9451|0.0||0.0||0.0
PCT 9453|0.0|0.0||0.0|PCT 9453|0.0||0.0||0.0
PCT 9501 MB|0.0|0.0||0.0|PCT 9501 MB|0.0||0.0||0.0
PCT 9502 MB|0.0|0.0||0.0|PCT 9502 MB|0.0||0.0||0.0
PCT 9503/9504|0.0|0.0||0.0|PCT 9503/9504|0.0||0.0||0.0
PCT 9505|0.0|0.0||0.0|PCT 9505|0.0||0.0||0.0
PCT 9506|0.0|0.0||0.0|PCT 9506|0.0||0.0||0.0
PCT 9507|0.0|0.0||0.0|PCT 9507|0.0||0.0||0.0
PCT 9511/9509|0.0|0.0||0.0|PCT 9511/9509|0.0||0.0||0.0
PCT 9512/9508|0.0|0.0||0.0|PCT 9512/9508|0.0||0.0||0.0
PCT 9513|0.0|0.0||0.0|PCT 9513|0.0||0.0||0.0
PCT 9514/9522|0.0|0.0||0.0|PCT 9514/9522|0.0||0.0||0.0
PCT 9516/9515|0.0|0.0||0.0|PCT 9516/9515|0.0||0.0||0.0
